a,b,c,d,e
D,F,J,G,J
D,F,J,G,J
D,F,H,G,J
D,F,H,G,J
B,F,K,G,J
B,F,K,G,J
B,F,J,G,J
B,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,D,H,G,J
D,D,H,G,J
D,D,J,G,J
D,D,J,G,J
F,F,J,G,J
F,F,J,G,J
D,F,I,G,J
D,F,I,G,J
D,F,J,G,J
D,F,J,G,J
F,C,J,G,J
F,C,J,G,J
D,H,J,G,J
D,H,J,G,J
C,F,J,G,J
C,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,C,J,G,J
D,C,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,C,J,G,J
D,C,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,L,J
D,F,J,L,J
D,F,G,G,J
D,F,G,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,H,G,G,J
A,H,G,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,H,H
A,H,J,H,H
F,G,J,J,H
F,G,J,J,H
B,H,H,G,H
B,H,H,G,H
A,C,H,G,H
A,C,H,G,H
C,H,I,G,H
C,H,I,G,H
D,H,H,G,H
D,H,H,G,H
B,G,H,G,H
B,G,H,G,H
A,G,H,G,H
A,G,H,G,H
A,H,H,G,I
A,H,H,G,I
C,G,H,H,I
C,G,H,H,I
F,G,I,H,I
F,G,I,H,I
A,H,H,H,I
A,H,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,D,H,H,I
A,D,H,H,I
A,G,H,H,I
A,G,H,H,I
A,D,G,H,I
A,D,G,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
E,G,H,H,I
E,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,I,H,I
A,G,I,H,I
A,F,H,H,I
A,F,H,H,I
E,G,H,H,I
E,G,H,H,I
C,G,H,H,I
C,G,H,H,I
A,F,H,H,I
A,F,H,H,I
A,F,H,G,I
A,F,H,G,I
A,C,H,H,I
A,C,H,H,I
A,D,G,H,I
A,D,G,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,H,H,H,I
A,H,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,H,H,L,I
E,H,H,L,I
E,D,H,H,I
E,D,H,H,I
E,G,H,L,I
E,G,H,L,I
E,G,H,H,I
E,G,H,H,I
A,D,J,H,I
A,D,J,H,I
C,F,G,L,I
C,F,G,L,I
E,C,G,H,I
E,C,G,H,I
F,G,H,H,I
F,G,H,H,I
A,D,G,H,I
A,D,G,H,I
A,G,H,G,I
A,G,H,G,I
C,F,H,H,I
C,F,H,H,I
C,C,K,H,I
C,C,K,H,I
A,C,H,K,I
A,C,H,K,I
A,C,H,H,I
A,C,H,H,I
F,C,H,H,M
F,C,H,H,M
A,C,G,H,M
A,C,G,H,M
A,C,G,H,M
A,C,G,H,M
A,F,G,H,M
A,F,G,H,M
A,C,I,L,M
A,C,I,L,M
B,C,G,L,M
B,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,H,G,J,M
A,H,G,J,M
E,C,G,L,M
E,C,G,L,M
C,C,I,L,M
C,C,I,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,D,G,L,M
A,D,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
E,G,K,L,M
E,G,K,L,M
A,C,I,L,M
A,C,I,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
C,C,G,K,M
C,C,G,K,M
F,C,G,L,M
F,C,G,L,M
C,C,K,L,M
C,C,K,L,M
C,H,G,H,M
C,H,G,H,M
C,C,G,L,M
C,C,G,L,M
C,F,G,L,M
C,F,G,L,M
A,F,G,L,M
A,F,G,L,M
C,G,G,L,M
C,G,G,L,M
C,F,I,L,M
C,F,I,L,M
C,F,G,L,M
C,F,G,L,M
C,D,J,L,M
C,D,J,L,M
C,G,J,K,M
C,G,J,K,M
C,F,I,J,M
C,F,I,J,M
E,F,I,J,M
E,F,I,J,M
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
F,H,I,J,K
F,H,I,J,K
C,H,I,I,K
C,H,I,I,K
A,F,J,J,K
A,F,J,J,K
E,F,I,J,K
E,F,I,J,K
C,F,J,J,K
C,F,J,J,K
C,F,I,J,K
C,F,I,J,K
B,F,I,J,K
B,F,I,J,K
D,F,I,J,K
D,F,I,J,K
C,F,I,J,K
C,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,G,K
B,F,I,G,K
A,F,I,J,K
A,F,I,J,K
B,F,G,J,K
B,F,G,J,K
B,F,I,J,K
B,F,I,J,K
B,H,I,J,K
B,H,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,C,I,J,K
B,C,I,J,K
D,D,J,J,K
D,D,J,J,K
D,F,J,J,K
D,F,J,J,K
B,C,K,J,K
B,C,K,J,K
B,C,J,G,K
B,C,J,G,K
C,F,J,G,K
C,F,J,G,K
B,F,J,G,H
B,F,J,G,H
B,F,J,G,H
B,F,J,G,H
B,F,J,G,I
B,F,J,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,G,I,I
B,F,G,I,I
B,F,H,G,I
B,F,H,G,I
B,C,K,J,I
B,C,K,J,I
B,H,K,G,I
B,H,K,G,I
E,C,K,J,I
E,C,K,J,I
F,F,K,G,I
F,F,K,G,I
B,H,K,G,I
B,H,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,G,K,G,I
B,G,K,G,I
B,D,K,G,I
B,D,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
C,F,K,G,I
C,F,K,G,I
B,F,I,G,I
B,F,I,G,I
B,F,I,G,I
B,F,I,G,I
B,F,G,G,I
B,F,G,G,I
B,F,G,L,I
B,F,G,L,I
B,G,K,L,I
B,G,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,H,L,I
A,F,H,L,I
A,D,K,L,I
A,D,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,G,L,I
A,F,G,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,H,I
A,F,K,H,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,I,L,I
A,F,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,H,I
A,D,I,H,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,G,H,I
A,D,G,H,I
A,D,G,L,I
A,D,G,L,I
A,F,G,H,I
A,F,G,H,I
A,D,G,H,I
A,D,G,H,I
A,D,I,J,I
A,D,I,J,I
A,G,G,L,I
A,G,G,L,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,I,I
A,D,G,I,I
A,D,G,K,I
A,D,G,K,I
A,D,H,G,I
A,D,H,G,I
A,G,G,K,I
A,G,G,K,I
A,H,I,K,I
A,H,I,K,I
A,D,I,K,I
A,D,I,K,I
A,D,H,K,I
A,D,H,K,I
A,D,H,K,I
A,D,H,K,I
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,H,H,K,J
A,H,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,K,K,J
A,F,K,K,J
A,G,H,K,J
A,G,H,K,J
A,G,H,H,J
A,G,H,H,J
A,F,H,H,J
A,F,H,H,J
A,C,G,K,J
A,C,G,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,K,H,J
A,C,K,H,J
A,C,J,H,J
A,C,J,H,J
A,F,I,K,J
A,F,I,K,J
A,C,H,H,J
A,C,H,H,J
A,C,K,J,J
A,C,K,J,J
A,C,I,H,J
A,C,I,H,J
A,C,K,H,J
A,C,K,H,J
A,C,K,L,J
A,C,K,L,J
A,C,K,K,H
A,C,K,K,H
A,C,J,H,H
A,C,J,H,H
A,C,K,H,H
A,C,K,H,H
A,H,K,H,H
A,H,K,H,H
A,H,K,J,H
A,H,K,J,H
A,H,J,J,H
A,H,J,J,H
A,H,K,J,H
A,H,K,J,H
A,G,K,J,H
A,G,K,J,H
A,C,K,J,H
A,C,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,D,K,J,H
A,D,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,L,H
A,H,K,L,H
A,C,J,I,H
A,C,J,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,L,H
A,H,K,L,H
A,H,K,I,H
A,H,K,I,H
A,G,K,I,H
A,G,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,G,H
A,H,K,G,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,J,I,H
A,H,J,I,H
D,H,K,G,H
D,H,K,G,H
D,H,K,I,H
D,H,K,I,H
D,H,K,I,H
D,H,K,I,H
D,H,K,L,H
D,H,K,L,H
D,H,K,L,H
D,H,K,L,H
D,F,K,L,H
D,F,K,L,H
D,C,K,L,H
D,C,K,L,H
D,F,K,L,H
D,F,K,L,H
C,F,K,L,H
C,F,K,L,H
D,F,K,G,H
D,F,K,G,H
D,F,K,L,H
D,F,K,L,H
D,D,K,L,H
D,D,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,H,K,L,H
D,H,K,L,H
D,F,K,G,H
D,F,K,G,H
D,F,K,K,H
D,F,K,K,H
D,F,J,L,H
D,F,J,L,H
D,F,K,L,H
D,F,K,L,H
E,F,G,L,H
E,F,G,L,H
D,F,H,L,H
D,F,H,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
A,F,H,I,H
A,F,H,I,H
D,F,G,L,H
D,F,G,L,H
D,F,G,G,H
D,F,G,G,H
E,F,G,I,J
E,F,G,I,J
D,F,G,L,J
D,F,G,L,J
D,F,K,L,J
D,F,K,L,J
D,F,G,L,J
D,F,G,L,J
D,F,I,L,J
D,F,I,L,J
D,D,J,J,J
D,D,J,J,J
D,F,G,K,J
D,F,G,K,J
D,F,G,J,J
D,F,G,J,J
C,F,G,G,J
C,F,G,G,J
F,F,K,J,J
F,F,K,J,J
F,F,G,L,J
F,F,G,L,J
E,C,G,J,J
E,C,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,K,J,J
F,F,K,J,J
A,F,G,J,J
A,F,G,J,J
F,C,G,J,J
F,C,G,J,J
F,F,H,J,J
F,F,H,J,J
F,F,G,J,J
F,F,G,J,J
F,F,H,I,J
F,F,H,I,J
A,G,H,J,J
A,G,H,J,J
F,F,H,H,J
F,F,H,H,J
F,F,H,G,J
F,F,H,G,J
D,F,H,J,J
D,F,H,J,J
F,F,H,K,J
F,F,H,K,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,G,J,J
F,F,G,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,G,J
F,F,H,G,J
C,F,I,J,J
C,F,I,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
B,F,H,J,J
B,F,H,J,J
C,C,H,J,J
C,C,H,J,J
F,F,H,J,J
F,F,H,J,J
D,F,H,J,J
D,F,H,J,J
F,F,K,J,J
F,F,K,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,K,J
F,F,H,K,J
F,F,I,J,J
F,F,I,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
C,F,H,H,J
C,F,H,H,J
C,F,H,H,J
C,F,H,H,J
C,F,H,H,J
C,F,H,H,J
C,H,H,H,J
C,H,H,H,J
C,H,K,H,J
C,H,K,H,J
C,H,K,L,H
C,H,K,L,H
C,H,K,H,H
C,H,K,H,H
E,H,K,H,H
E,H,K,H,H
C,H,G,H,H
C,H,G,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,G,H
C,H,K,G,H
C,C,I,H,H
C,C,I,H,H
C,H,K,H,H
C,H,K,H,H
B,C,K,H,H
B,C,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,I,H
C,H,K,I,H
C,C,K,H,H
C,C,K,H,H
C,H,G,H,H
C,H,G,H,H
B,G,K,H,H
B,G,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,G,K,H,H
C,G,K,H,H
C,H,H,H,H
C,H,H,H,H
C,D,K,J,H
C,D,K,J,H
C,G,K,G,H
C,G,K,G,H
C,H,K,H,H
C,H,K,H,H
A,H,K,G,H
A,H,K,G,H
C,H,K,H,H
C,H,K,H,H
E,D,K,L,H
E,D,K,L,H
E,D,K,K,H
E,D,K,K,H
F,G,K,K,H
F,G,K,K,H
E,H,K,K,H
E,H,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,I,H
E,G,K,I,H
B,H,K,K,H
B,H,K,K,H
C,G,K,G,H
C,G,K,G,H
E,G,K,K,H
E,G,K,K,H
E,D,K,L,H
E,D,K,L,H
E,G,K,K,H
E,G,K,K,H
E,G,K,I,H
E,G,K,I,H
A,D,H,K,H
A,D,H,K,H
E,G,J,K,H
E,G,J,K,H
E,G,K,K,H
E,G,K,K,H
A,G,K,K,H
A,G,K,K,H
E,C,K,G,H
E,C,K,G,H
E,D,K,K,H
E,D,K,K,H
E,G,K,K,H
E,G,K,K,H
E,C,K,K,H
E,C,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,F,K,J,H
E,F,K,J,H
A,G,K,K,H
A,G,K,K,H
E,G,K,J,H
E,G,K,J,H
E,G,K,K,H
E,G,K,K,H
E,G,G,K,H
E,G,G,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,D,K,K,H
E,D,K,K,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
C,C,H,L,H
C,C,H,L,H
E,G,K,L,H
E,G,K,L,H
D,G,K,L,H
D,G,K,L,H
E,G,H,L,H
E,G,H,L,H
E,F,K,L,H
E,F,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,I,L,H
E,G,I,L,H
E,G,G,L,H
E,G,G,L,H
F,G,K,L,H
F,G,K,L,H
E,G,K,L,H
E,G,K,L,H
F,G,K,L,H
F,G,K,L,H
E,G,K,L,H
E,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,J,L,H
B,G,J,L,H
B,C,K,H,H
B,C,K,H,H
B,G,G,G,H
B,G,G,G,H
B,F,K,L,H
B,F,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,H,H
B,G,K,H,H
B,G,K,H,H
B,G,K,H,H
B,G,K,L,H
B,G,K,L,H
F,G,K,L,H
F,G,K,L,H
D,G,K,K,H
D,G,K,K,H
D,C,H,L,H
D,C,H,L,H
A,G,K,L,H
A,G,K,L,H
D,G,K,I,H
D,G,K,I,H
D,G,I,L,H
D,G,I,L,H
F,G,K,L,H
F,G,K,L,H
D,G,I,K,H
D,G,I,K,H
D,G,K,G,H
D,G,K,G,H
D,G,H,K,H
D,G,H,K,H
D,G,J,G,H
D,G,J,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,D,K,G,H
D,D,K,G,H
D,G,K,G,H
D,G,K,G,H
C,G,K,G,H
C,G,K,G,H
C,G,G,G,H
C,G,G,G,H
C,G,K,G,H
C,G,K,G,H
C,D,K,I,H
C,D,K,I,H
C,D,K,G,H
C,D,K,G,H
C,D,K,J,H
C,D,K,J,H
C,D,K,G,H
C,D,K,G,H
C,D,I,G,H
C,D,I,G,H
C,D,I,K,H
C,D,I,K,H
B,G,I,G,I
B,G,I,G,I
C,D,I,I,I
C,D,I,I,I
D,D,I,G,I
D,D,I,G,I
C,D,I,G,I
C,D,I,G,I
D,G,I,G,I
D,G,I,G,I
C,C,K,G,I
C,C,K,G,I
C,H,I,H,I
C,H,I,H,I
A,F,I,G,I
A,F,I,G,I
C,H,I,J,I
C,H,I,J,I
C,C,I,K,I
C,C,I,K,I
D,D,I,K,H
D,D,I,K,H
C,H,K,H,H
C,H,K,H,H
D,C,I,K,H
D,C,I,K,H
C,D,I,L,H
C,D,I,L,H
C,F,I,K,H
C,F,I,K,H
B,D,I,K,H
B,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,H,K,H
D,F,H,K,H
D,F,I,K,H
D,F,I,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,K,K,H
D,F,K,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
E,F,H,K,H
E,F,H,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,I,H
D,F,J,I,H
D,H,H,J,H
D,H,H,J,H
D,F,J,H,H
D,F,J,H,H
D,F,J,G,H
D,F,J,G,H
D,F,J,H,J
D,F,J,H,J
D,F,I,K,J
D,F,I,K,J
E,C,J,G,J
E,C,J,G,J
D,F,J,J,J
D,F,J,J,J
B,F,J,G,J
B,F,J,G,J
D,F,J,H,J
D,F,J,H,J
