a,b,c
E,C,K
E,C,K
B,G,K
E,H,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,H
E,C,J
E,C,K
E,C,J
E,C,K
E,C,K
D,F,K
E,C,H
E,C,K
E,C,K
E,C,K
A,C,K
E,C,K
E,C,K
E,C,K
E,C,G
A,C,K
E,C,K
E,C,K
E,C,H
E,C,K
E,C,G
E,C,K
E,C,K
E,C,K
E,C,K
A,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
A,C,K
C,C,K
C,C,K
C,C,K
C,C,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,H,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,K
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,K
C,G,J
B,G,J
C,G,J
C,G,K
C,G,J
C,C,J
C,G,J
C,G,G
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
A,G,J
B,G,J
D,G,J
B,G,J
B,G,J
B,F,H
B,F,J
B,F,J
B,F,J
B,F,J
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
E,H,H
F,F,H
B,F,H
B,F,H
B,F,H
D,F,K
B,D,H
B,F,I
B,F,H
B,F,H
B,F,H
B,C,K
C,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,G,H
B,F,H
B,F,H
B,G,H
B,F,H
C,F,H
B,F,H
C,F,H
C,F,H
B,F,H
B,F,H
B,F,H
B,F,H
D,F,I
B,F,I
B,G,H
B,C,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
E,F,H
E,F,H
B,F,H
B,F,H
B,F,H
E,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,I
B,F,H
E,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,J
B,F,H
B,F,H
B,F,H
B,F,H
B,F,H
B,F,G
B,F,H
A,F,H
B,F,H
B,F,H
B,F,H
F,F,H
F,F,H
F,F,H
F,F,H
F,F,H
C,H,H
F,H,H
F,H,K
F,H,J
F,H,H
F,H,K
F,H,I
F,F,K
F,H,K
F,H,K
F,H,K
F,F,K
F,F,K
F,H,K
F,H,K
F,H,K
F,H,G
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,D,J
F,H,K
F,H,K
F,H,K
F,H,K
B,H,K
F,C,K
F,H,K
F,H,K
F,H,K
F,H,K
F,H,K
F,F,K
F,H,K
F,H,K
F,H,K
F,H,K
D,H,K
D,H,K
D,H,K
C,H,K
B,H,K
D,F,K
D,F,K
D,F,K
D,F,K
D,F,H
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,G
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,K
D,F,I
D,F,I
A,F,I
B,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
D,G,I
D,G,J
D,F,I
D,G,I
D,F,I
F,F,I
D,F,I
D,F,I
D,F,I
D,F,J
D,F,I
D,F,H
B,F,I
D,F,I
D,F,H
D,C,I
D,F,I
D,F,I
D,F,I
D,H,I
D,G,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,K
D,F,I
D,F,I
D,D,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
C,F,I
D,H,I
D,F,I
D,F,I
D,F,I
D,F,I
D,G,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,G
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,J
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
D,F,I
A,F,I
D,F,I
D,F,I
E,F,I
E,D,I
E,F,I
E,F,I
E,F,I
D,C,I
E,C,I
E,C,G
E,C,I
E,C,I
E,H,K
E,C,K
E,C,K
E,F,K
E,C,K
E,C,I
D,C,K
E,G,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,J
E,C,K
E,C,K
C,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
F,C,K
E,C,H
E,D,K
E,H,K
E,C,K
E,C,K
E,C,K
E,C,G
E,C,H
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
C,C,K
C,C,K
E,F,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,F,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,K
E,C,G
E,C,K
E,C,K
E,C,K
E,C,K
E,H,K
B,C,K
E,C,K
E,C,K
E,C,K
E,G,K
E,C,K
E,C,H
B,C,K
E,C,H
E,C,K
E,C,K
E,G,K
E,G,K
C,C,K
C,H,K
C,C,K
C,C,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,K
C,G,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,I
C,G,J
C,G,J
E,G,J
E,G,J
C,G,J
C,C,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,F,J
C,G,J
C,G,J
C,F,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
A,G,J
C,G,J
C,H,J
C,G,J
C,G,J
C,D,J
C,C,J
C,G,J
B,G,J
B,F,J
B,G,J
B,F,H
B,G,J
B,D,I
B,D,J
B,D,J
B,D,J
B,G,J
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,G
B,D,H
B,D,G
B,D,H
B,D,H
B,C,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,F,H
B,D,H
B,D,H
B,D,H
C,D,H
B,D,H
B,G,H
B,D,H
B,D,H
E,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,I
B,D,H
B,G,H
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,F,H
B,D,H
B,D,H
D,D,H
B,D,H
A,D,H
B,D,H
B,D,G
B,D,J
B,D,H
B,D,H
A,D,H
A,H,H
A,D,H
F,D,H
A,D,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,G
A,C,H
A,C,G
A,C,J
A,G,K
A,C,I
A,C,G
A,D,G
B,C,G
F,C,G
A,C,G
A,C,G
A,C,K
A,C,G
A,C,G
F,C,G
A,C,G
A,C,G
A,C,I
A,C,G
A,C,G
D,C,G
A,F,G
D,C,G
B,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,F,J
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,F,G
B,C,I
B,C,G
B,C,G
B,C,G
B,C,G
B,D,K
B,D,G
B,G,G
B,D,I
D,D,G
B,D,H
B,D,K
B,F,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
C,D,H
B,D,I
B,D,H
B,D,K
C,F,H
B,D,H
B,D,I
B,D,I
B,D,H
B,D,I
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
B,F,G
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,H
B,D,G
B,D,H
D,D,H
B,D,J
C,D,H
C,D,H
C,F,H
C,G,H
C,D,H
C,C,H
C,C,H
C,C,H
C,C,H
C,G,H
C,C,H
C,C,J
C,C,I
C,C,J
C,C,J
C,C,J
C,C,J
D,C,I
C,H,J
C,C,J
A,C,J
C,C,J
F,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,J
C,C,H
C,C,J
B,C,J
C,C,J
C,G,J
C,C,J
A,C,J
C,C,J
B,C,J
C,C,J
C,C,J
C,G,J
C,C,J
C,C,J
C,C,K
B,C,J
C,G,J
D,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
D,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,D,J
C,G,J
C,C,J
C,G,J
C,D,J
C,G,J
C,H,J
C,G,J
C,F,H
C,G,J
C,G,J
C,G,J
C,C,G
C,G,J
C,H,J
D,G,J
C,G,J
C,D,J
C,F,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,K
C,G,J
C,G,J
F,G,J
F,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
C,G,J
A,G,J
C,G,J
C,G,J
C,G,J
D,G,J
D,G,J
A,C,J
D,G,J
D,G,J
D,C,J
D,C,J
D,G,J
D,C,H
F,C,J
F,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
C,C,H
D,C,H
D,C,H
D,C,H
D,C,H
A,C,H
D,C,H
D,C,H
A,C,H
D,C,H
D,C,H
B,C,H
D,C,H
D,C,H
D,C,K
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
D,C,H
F,H,H
D,F,H
D,C,H
D,C,H
D,C,H
D,C,H
F,C,H
D,C,G
D,C,H
A,C,H
D,C,H
E,C,H
E,C,H
E,H,H
B,C,H
A,C,H
E,G,J
E,G,H
E,G,H
F,G,H
E,G,H
E,H,J
E,G,H
E,G,H
C,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,D,H
E,D,H
E,G,H
E,G,H
E,G,J
E,G,H
E,G,H
E,F,H
E,G,H
E,C,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,H,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,G,H
E,F,H
D,C,H
D,G,H
D,G,H
D,G,H
D,G,H
D,G,H
D,H,H
D,H,H
D,D,H
D,H,H
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
A,H,G
C,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,C,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,C,H
D,H,J
D,C,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,K
D,H,I
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,D,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,H
D,H,G
E,H,G
D,H,K
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
A,H,J
D,H,J
D,H,J
D,H,J
F,D,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
B,H,I
D,H,K
D,H,J
D,H,H
D,H,J
D,H,J
F,H,J
E,H,J
D,H,J
E,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
D,H,J
C,H,J
C,H,J
C,H,J
C,H,K
C,F,J
C,H,J
C,H,K
C,H,G
C,C,J
C,G,J
C,F,H
C,H,J
C,H,H
C,D,G
B,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
A,H,H
C,H,H
C,H,H
C,H,H
C,H,G
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,H,H
C,G,G
C,H,H
C,H,H
C,H,H
C,H,H
C,H,J
C,H,K
B,H,H
C,H,H
C,H,H
C,H,H
F,H,H
D,H,H
C,H,H
C,H,H
E,H,H
C,G,J
C,H,H
C,H,G
C,H,H
C,H,H
C,F,H
C,H,H
C,G,H
C,G,H
C,H,H
C,H,H
E,H,H
C,H,H
C,H,H
C,H,G
C,H,H
C,H,H
C,H,H
B,H,H
C,G,H
B,H,H
B,H,H
B,H,I
B,D,H
B,D,K
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
E,D,H
B,D,H
B,D,H
C,D,J
B,H,H
B,H,H
B,D,H
B,F,H
B,D,H
B,D,H
B,D,H
B,C,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,D,H
B,D,H
B,G,H
B,D,H
B,D,H
B,F,J
B,D,H
B,D,H
B,D,H
B,D,H
F,D,K
B,D,J
B,D,H
B,D,H
C,D,H
B,D,H
F,D,H
B,D,H
B,D,J
B,D,G
B,D,H
B,D,K
B,D,H
D,D,H
B,D,H
B,D,G
B,D,H
A,D,H
F,D,H
A,D,H
A,D,H
A,D,H
A,C,H
A,C,K
A,C,H
A,D,H
A,C,H
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,F,G
A,C,G
A,C,G
A,C,G
A,F,G
A,C,G
A,H,G
A,C,K
C,C,G
A,F,J
A,H,G
D,F,G
A,C,I
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
B,C,G
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
A,C,G
A,C,G
B,C,G
B,C,G
B,C,G
B,C,G
B,C,G
E,D,G
B,D,G
B,D,G
B,F,J
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
F,D,H
B,D,H
B,D,J
B,F,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
C,D,H
C,D,K
C,D,H
C,D,H
C,C,H
C,C,J
C,C,K
C,C,H
C,C,H
C,C,G
C,C,G
C,D,G
C,C,G
C,C,G
C,C,G
C,D,G
C,F,J
C,C,G
C,C,K
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
F,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
C,C,G
B,C,G
C,C,G
C,C,H
C,G,G
C,C,G
C,H,G
C,C,G
C,C,G
B,C,G
B,C,G
B,C,K
B,C,G
B,C,G
F,G,G
B,D,G
B,D,I
B,D,G
D,D,G
B,D,H
B,F,H
B,D,H
B,D,H
B,D,G
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
A,D,H
B,F,H
B,D,H
B,D,H
B,G,H
B,G,H
B,D,H
B,H,H
B,D,H
B,D,H
B,D,H
B,D,J
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
C,D,H
A,D,H
A,D,H
A,D,H
A,C,H
A,C,H
A,C,H
A,C,H
A,C,H
F,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
B,C,G
A,C,G
A,C,G
A,H,G
A,C,G
A,C,G
A,C,G
B,C,G
A,H,G
A,C,G
A,C,G
A,C,G
A,C,G
A,H,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,F,G
A,C,G
A,C,G
D,C,G
A,C,G
A,C,G
A,C,G
D,C,I
A,F,H
B,G,G
A,D,K
D,H,H
A,F,H
F,H,I
A,G,I
D,F,K
D,G,K
C,H,K
A,D,G
E,H,I
C,F,K
E,H,H
E,F,K
E,H,G
B,G,G
F,G,K
A,G,H
A,D,H
B,C,K
E,C,H
D,D,G
B,D,J
C,H,G
B,C,K
F,G,I
C,F,G
E,F,H
A,D,G
D,H,G
A,H,J
A,H,I
D,D,J
A,D,G
F,D,K
D,F,H
E,F,K
A,D,K
F,D,I
E,H,I
A,C,K
C,C,K
F,H,I
F,F,H
B,G,I
E,F,K
A,F,I
C,G,J
B,F,K
A,H,I
C,H,G
D,D,J
A,G,K
B,F,G
C,D,I
C,H,I
C,C,H
D,C,G
D,H,G
B,G,J
D,C,J
D,G,K
B,H,I
B,H,I
A,G,I
D,F,H
C,G,I
C,H,H
B,C,I
B,D,K
C,G,G
F,F,K
D,F,I
B,C,J
E,H,G
E,H,G
C,G,K
C,C,J
F,D,I
C,C,G
E,F,K
F,G,I
B,D,H
F,F,G
B,H,J
B,D,H
F,G,K
E,F,K
C,G,K
A,C,I
C,C,J
F,G,G
B,F,K
E,H,I
A,G,G
D,G,G
D,C,H
D,G,G
B,D,I
B,D,I
B,F,J
B,D,I
A,F,G
D,C,H
C,C,H
A,C,G
D,C,J
E,G,I
F,C,I
E,H,J
A,D,I
B,H,I
E,H,J
D,D,J
F,G,G
E,F,I
E,C,I
A,G,H
B,H,H
A,H,I
A,F,K
B,F,J
F,C,H
C,C,J
F,F,I
D,D,I
A,H,G
A,G,H
C,D,G
D,D,J
F,H,G
E,C,G
A,H,K
B,D,H
C,H,G
A,C,I
E,H,H
A,C,I
A,G,J
C,D,J
E,C,I
F,C,G
D,C,I
F,G,G
B,D,H
D,C,K
E,F,K
A,D,G
E,F,K
E,C,J
F,H,I
B,G,G
B,H,G
C,C,G
B,F,H
C,G,I
A,D,G
A,C,H
C,D,K
E,H,G
F,F,I
D,H,K
D,C,J
F,F,G
C,D,G
D,D,I
D,F,I
D,G,I
F,G,J
F,F,K
D,H,I
F,G,J
F,H,K
D,H,H
A,H,K
D,C,K
D,F,K
B,H,I
B,H,H
D,F,K
C,F,J
A,C,I
A,H,H
B,C,J
B,G,H
A,G,I
D,D,J
F,H,I
B,C,G
C,H,G
A,D,G
A,F,I
A,F,G
F,H,G
C,F,H
C,F,I
A,C,I
F,G,I
B,D,J
B,F,I
E,D,I
E,F,K
B,H,G
A,C,I
C,H,J
F,D,H
C,D,G
C,H,J
B,H,I
B,G,J
A,F,H
D,H,K
F,C,H
B,H,I
B,F,H
D,H,I
E,H,H
E,C,J
E,D,I
F,C,H
A,D,K
C,H,G
D,H,I
D,G,K
C,H,G
D,H,G
E,G,I
B,C,H
F,G,H
D,G,G
D,F,K
C,H,I
B,H,K
C,D,I
B,F,H
F,G,K
C,D,K
C,F,I
F,G,K
B,C,G
A,D,H
F,D,H
A,H,G
B,G,J
C,G,K
E,H,G
E,D,H
C,H,K
B,F,G
A,C,K
F,F,G
C,G,H
C,C,G
D,H,K
F,D,I
A,H,J
D,H,G
D,F,G
B,C,K
F,D,I
D,F,G
D,C,I
C,C,I
A,F,H
C,C,I
B,H,J
C,F,G
D,C,G
A,D,H
D,G,J
C,G,I
E,C,G
E,D,I
F,G,I
F,H,G
A,F,I
E,G,K
F,F,J
A,F,J
C,C,G
F,H,H
F,H,J
A,F,K
C,D,G
D,G,J
D,F,J
A,C,I
B,H,K
B,D,I
B,C,G
F,F,G
A,H,H
D,C,I
E,D,G
E,G,H
B,H,H
C,C,J
B,G,I
B,F,J
A,C,I
A,D,K
D,F,G
A,G,H
C,F,K
C,D,I
A,G,G
A,D,I
D,D,J
E,G,G
E,D,G
C,G,G
B,G,I
D,G,I
A,H,J
F,F,G
C,F,J
C,H,G
C,G,G
B,D,I
D,G,J
F,C,J
C,H,I
F,H,G
D,G,K
B,D,G
C,G,I
D,D,H
F,D,I
D,C,K
C,F,I
F,H,I
D,C,J
A,C,I
D,H,G
E,F,H
B,H,I
F,H,J
E,F,J
E,G,K
D,G,G
F,F,I
B,D,G
B,D,I
E,D,H
C,D,H
D,C,I
E,C,H
F,H,K
D,F,H
E,H,G
E,G,K
E,C,G
B,F,G
C,D,G
F,C,J
C,H,G
E,H,H
A,G,G
F,G,K
B,C,K
A,G,I
E,F,K
B,H,J
A,G,J
C,C,J
F,G,J
D,G,J
C,H,K
E,H,G
C,D,J
A,H,H
A,D,G
B,G,G
F,F,H
C,F,H
F,H,I
E,D,J
C,G,J
E,D,H
A,D,K
F,C,I
A,G,I
E,D,K
B,D,G
D,C,G
C,D,H
C,H,J
D,C,J
E,G,I
E,H,G
D,H,H
F,G,I
E,G,H
C,H,K
E,C,K
A,H,H
D,C,K
B,F,I
F,G,H
C,D,K
C,C,J
F,H,I
B,D,I
B,F,H
C,D,K
C,F,I
B,F,H
E,C,I
D,H,H
A,D,I
F,C,G
A,D,K
F,F,I
F,G,I
C,F,J
A,D,J
D,D,I
F,F,H
D,C,H
C,C,K
B,F,K
C,D,H
F,C,K
B,F,K
F,G,G
E,G,K
C,H,H
F,G,K
B,H,I
E,C,K
C,H,K
A,G,J
D,C,J
C,D,K
E,F,H
D,G,J
C,H,G
B,D,I
A,G,G
B,D,I
E,G,I
A,G,J
A,D,H
F,C,K
F,G,H
D,F,H
C,G,H
D,C,G
B,C,J
B,D,J
A,F,K
C,F,J
D,D,G
F,D,G
E,F,G
B,G,J
E,F,K
D,D,H
F,D,G
E,D,K
C,G,K
A,G,J
F,D,K
F,D,K
F,F,K
E,D,H
B,H,I
D,D,G
D,H,G
F,H,K
D,G,J
D,C,G
E,H,G
C,C,J
A,C,K
D,F,G
F,D,H
F,G,G
D,G,J
C,F,H
A,D,I
D,C,G
C,H,I
B,D,K
D,G,K
F,C,I
C,C,K
D,D,J
D,C,G
E,C,H
D,C,I
F,H,I
C,C,J
E,G,J
C,H,H
D,H,G
F,D,I
E,G,G
C,H,I
A,G,H
C,D,I
A,D,K
C,D,J
F,D,J
B,C,G
B,F,K
A,D,K
D,F,H
D,G,G
A,H,K
C,D,K
E,C,H
F,G,H
E,F,K
E,D,H
E,G,J
E,C,I
F,F,K
E,G,J
C,F,H
B,G,J
E,H,I
C,C,J
D,H,H
F,H,I
C,C,K
F,F,K
A,C,I
C,H,K
A,F,J
A,D,G
E,D,K
E,F,J
A,F,J
B,C,K
C,H,J
E,C,I
C,G,J
A,D,J
B,H,H
B,H,G
C,F,J
A,G,H
F,C,G
B,C,G
D,F,I
E,G,G
D,F,J
B,G,H
D,C,K
B,H,K
C,C,K
F,D,K
A,F,H
D,H,H
A,H,H
F,G,K
D,G,H
D,H,K
E,H,G
A,H,H
B,C,J
F,G,H
C,F,H
D,C,I
A,G,H
C,C,G
C,C,H
A,C,K
C,D,K
B,C,J
B,G,G
E,H,H
D,G,K
A,C,I
B,F,H
F,C,H
A,G,I
C,H,K
D,H,I
F,C,H
E,G,G
E,C,J
E,C,I
B,C,H
D,F,H
E,F,J
E,H,J
C,D,G
E,C,K
E,F,G
E,C,H
A,D,K
D,F,I
D,D,H
A,G,G
C,F,I
A,D,H
B,F,I
D,G,J
C,F,G
D,H,H
C,H,G
D,G,K
E,H,G
B,H,K
C,H,J
D,G,K
C,F,J
D,H,J
F,C,K
B,H,K
B,F,G
A,D,J
D,G,I
C,G,J
D,F,H
D,C,K
F,H,K
C,H,H
A,F,K
B,C,I
B,C,K
A,D,H
A,H,G
D,G,I
D,H,I
E,C,K
B,C,K
F,H,H
D,G,J
F,H,J
E,F,K
E,C,G
F,F,K
E,D,K
E,H,I
F,D,I
C,H,J
B,H,J
B,G,J
E,F,I
A,F,I
C,G,J
E,G,J
A,D,G
D,G,K
F,F,J
F,F,G
B,F,J
A,D,I
E,H,J
D,D,H
E,H,K
F,D,H
A,H,I
B,G,K
C,F,H
E,G,I
E,G,G
C,C,I
A,G,I
A,F,G
A,D,H
B,F,J
F,H,J
C,H,I
D,G,H
A,C,G
A,H,J
C,H,K
A,C,I
F,H,H
B,D,J
B,C,K
B,F,I
E,G,G
B,F,I
F,C,G
A,F,G
E,H,H
F,C,G
D,D,I
D,H,K
F,C,H
A,C,G
D,G,G
A,D,I
C,H,G
F,C,I
D,H,G
D,C,H
F,H,I
D,C,K
F,D,K
B,C,J
B,G,I
A,C,K
E,D,H
E,C,G
D,D,I
E,C,I
E,G,K
E,G,J
B,H,J
A,G,H
B,G,K
A,C,J
E,C,I
D,G,I
A,C,I
D,H,J
A,G,K
F,F,I
C,C,H
B,F,G
F,D,G
B,G,J
C,C,K
C,F,K
D,D,K
E,H,K
A,C,G
D,F,J
E,G,J
D,D,H
C,D,K
D,G,H
E,F,I
C,F,J
F,H,I
B,G,K
D,C,J
D,G,H
B,H,I
D,D,H
C,G,J
C,F,I
E,H,I
D,D,K
D,F,J
D,C,I
B,C,G
F,G,H
A,F,K
D,C,K
E,D,G
B,F,K
C,C,G
F,D,K
D,G,J
B,H,K
A,F,I
E,C,I
A,H,G
E,D,H
F,F,K
E,F,K
A,F,I
B,F,K
C,D,J
C,F,J
F,C,H
E,G,J
C,H,H
D,H,K
B,C,G
B,G,J
C,G,G
D,D,K
C,F,I
F,D,H
C,G,G
C,H,I
E,G,I
B,G,I
E,G,H
B,D,I
C,F,I
F,D,H
C,F,K
E,C,J
F,G,J
D,G,J
A,G,H
A,H,I
C,C,H
D,G,I
A,D,J
D,D,G
F,D,H
A,D,J
E,H,G
E,G,J
E,H,H
F,H,J
D,D,G
A,F,G
B,F,I
D,D,H
A,H,H
F,F,I
F,D,J
A,D,G
E,C,I
D,D,J
B,D,H
B,F,G
F,D,H
A,D,J
F,G,H
C,F,J
B,C,J
C,C,J
F,H,H
E,H,J
B,G,H
F,C,J
F,H,G
A,G,J
F,G,H
F,G,J
D,D,H
A,D,J
F,C,G
E,F,G
F,H,G
F,C,H
C,C,I
F,H,H
E,D,K
E,G,I
E,F,I
E,D,H
E,F,H
C,D,K
E,C,H
E,D,G
F,H,J
F,F,K
C,G,H
B,C,J
E,H,K
B,C,J
E,G,K
C,F,K
B,C,H
A,H,I
D,G,I
A,C,H
F,C,G
A,F,K
A,G,I
A,C,J
A,H,H
B,D,I
F,G,H
D,G,G
A,C,K
F,F,I
E,F,G
E,G,G
F,H,K
E,G,H
D,F,J
A,F,J
F,D,J
B,C,K
C,G,H
C,G,K
F,C,H
D,C,K
E,F,K
D,F,G
A,F,G
E,F,H
C,G,K
B,F,K
A,F,K
F,F,I
C,D,H
E,G,G
C,C,G
E,F,K
E,F,H
F,F,J
D,G,J
E,H,J
A,H,K
D,C,H
E,D,H
F,G,J
B,C,J
F,H,J
E,D,J
F,G,H
F,G,H
B,H,J
F,G,G
A,D,G
B,D,H
E,F,H
B,F,I
C,C,K
E,H,G
D,D,I
F,F,H
B,C,J
F,H,J
A,H,K
A,F,G
