a,b,c
B,D,H
B,C,K
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
D,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,J
C,D,H
C,F,H
C,D,H
C,D,H
C,D,H
C,G,H
C,H,H
B,D,H
C,H,H
B,H,H
C,C,I
C,H,J
C,F,K
F,H,K
C,D,H
C,D,J
C,H,K
C,C,J
C,G,J
B,F,I
C,F,H
C,C,K
C,F,K
B,G,H
C,D,K
C,D,K
C,H,I
C,G,K
C,C,K
E,G,K
C,G,K
C,G,H
B,D,I
C,C,K
A,D,I
E,C,K
B,F,H
C,H,I
E,G,J
D,F,I
C,C,I
F,C,G
C,C,G
C,F,K
C,D,I
B,F,K
B,G,I
C,H,J
C,H,K
C,C,H
B,H,K
B,G,J
B,H,H
B,G,G
B,H,G
B,D,H
B,F,I
B,D,K
B,H,H
B,D,J
A,D,H
B,D,H
B,D,H
B,F,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,C,H
A,C,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,K
B,D,G
E,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
B,D,H
F,D,H
B,D,H
B,D,H
B,H,H
B,D,I
D,D,H
B,D,H
B,D,G
B,D,H
B,D,K
C,D,H
B,D,H
B,D,G
B,D,H
B,D,H
A,D,H
A,D,H
A,D,H
A,D,H
A,D,H
A,C,H
B,C,H
D,C,H
A,H,H
A,G,H
A,D,G
B,H,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,C,G
A,F,G
A,C,G
A,C,G
A,C,G
A,G,G
A,G,G
A,C,G
A,C,G
C,C,G
A,C,G
A,C,K
A,C,G
A,D,G
A,C,G
A,D,K
A,C,G
A,C,G
A,C,K
A,C,G
A,G,J
A,H,H
A,C,K
A,H,G
A,F,H
A,G,J
B,G,K
A,H,H
