a,b,c,d,e
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,H
A,H,J,G,H
A,H,J,G,H
A,H,H,G,H
A,H,H,G,H
A,H,H,G,H
A,H,H,G,H
A,H,H,G,H
A,H,H,G,H
A,H,H,G,H
A,G,H,G,H
A,G,H,G,H
A,G,H,G,H
A,G,H,G,H
A,G,H,G,H
A,G,H,G,I
A,G,H,G,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,M
A,C,H,H,M
A,C,H,H,M
A,C,G,H,M
A,C,G,H,M
A,C,G,H,M
A,C,G,H,M
A,C,G,H,M
A,C,G,H,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,C,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,G,L,M
C,F,I,L,M
C,F,I,L,M
C,F,I,L,M
C,F,I,L,M
C,F,I,L,M
C,F,I,L,M
C,F,I,J,M
C,F,I,J,M
C,F,I,J,M
C,F,I,J,M
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
C,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,J,J,K
B,F,J,J,K
B,F,J,J,K
B,F,J,J,K
B,F,J,J,K
B,F,J,J,K
B,F,J,G,K
B,F,J,G,K
B,F,J,G,K
B,F,J,G,K
B,F,J,G,H
B,F,J,G,H
B,F,J,G,H
B,F,J,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,L,I
B,F,K,L,I
B,F,K,L,I
B,F,K,L,I
B,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,I,L,I
A,F,I,L,I
A,F,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,G,L,I
A,D,G,L,I
A,D,G,L,I
A,D,G,L,I
A,D,G,L,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,H,K,I
A,D,H,K,I
A,D,H,K,I
A,D,H,K,I
A,D,H,K,I
A,D,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,H,J
A,C,H,H,J
A,C,H,H,J
A,C,H,H,J
A,C,H,H,J
A,C,H,H,J
A,C,H,H,J
A,C,H,H,J
A,C,H,H,J
A,C,H,H,J
A,C,H,H,J
A,C,K,H,J
A,C,K,H,J
A,C,K,H,J
A,C,K,H,J
A,C,K,H,J
A,C,K,H,H
A,C,K,H,H
A,C,K,H,H
A,C,K,H,H
A,C,K,H,H
A,C,K,H,H
A,C,K,H,H
A,H,K,H,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
D,H,K,I,H
D,H,K,I,H
D,H,K,I,H
D,H,K,I,H
D,H,K,I,H
D,H,K,L,H
D,H,K,L,H
D,H,K,L,H
D,H,K,L,H
D,H,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,G,L,H
D,F,G,L,H
D,F,G,L,H
D,F,G,L,H
D,F,G,L,H
D,F,G,L,J
D,F,G,L,J
D,F,G,L,J
D,F,G,L,J
D,F,G,L,J
D,F,G,L,J
D,F,G,L,J
D,F,G,L,J
D,F,G,L,J
D,F,G,J,J
D,F,G,J,J
D,F,G,J,J
D,F,G,J,J
D,F,G,J,J
D,F,G,J,J
D,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
C,F,H,H,J
C,F,H,H,J
C,F,H,H,J
C,F,H,H,J
C,F,H,H,J
C,H,H,H,J
C,H,H,H,J
C,H,K,H,J
C,H,K,H,J
C,H,K,H,J
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
E,H,K,H,H
E,H,K,H,H
E,H,K,K,H
E,H,K,K,H
E,H,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
B,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,L,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
C,G,K,G,H
C,G,K,G,H
C,G,K,G,H
C,G,K,G,H
C,G,K,G,H
C,D,K,G,H
C,D,K,G,H
C,D,K,G,H
C,D,K,G,H
C,D,K,G,H
C,D,K,G,H
C,D,K,G,H
C,D,K,G,H
C,D,I,G,H
C,D,I,G,H
C,D,I,G,H
C,D,I,G,H
C,D,I,G,H
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,I,K,I
C,D,I,K,I
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
C,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,K,H
D,F,J,G,H
D,F,J,G,H
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,J
A,H,J,G,H
A,H,J,G,H
A,H,J,G,H
A,H,G,G,H
A,H,G,G,H
A,H,G,G,H
A,H,G,G,H
A,H,G,G,H
A,H,G,G,H
A,H,G,G,H
A,G,G,G,H
A,G,G,G,H
A,G,G,G,H
A,G,G,G,H
A,G,G,G,H
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,I,I
A,G,G,I,I
A,G,G,I,I
A,G,G,I,I
A,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,C,G,I,I
E,C,G,I,I
E,C,G,I,I
E,C,G,I,I
E,C,G,I,I
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
