a,b,c,d
A,C,G,H
A,H,G,H
B,C,I,H
B,G,G,H
E,C,G,H
C,C,G,H
B,D,G,H
C,D,G,H
B,H,G,H
B,H,G,H
B,D,H,H
B,H,G,H
B,D,H,H
B,D,H,H
A,D,H,H
B,D,H,H
B,D,I,H
B,D,H,I
B,F,I,I
B,D,H,I
C,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,D,H,I
B,D,H,I
B,D,H,I
D,D,H,I
B,D,H,I
B,D,H,I
E,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,D,H,I
D,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,D,H,I
B,D,H,I
B,D,I,I
E,C,H,I
B,D,H,I
B,C,H,I
D,D,H,I
B,D,H,I
A,G,H,I
C,D,H,I
C,D,K,I
C,D,I,I
C,D,H,I
D,F,H,I
C,C,H,I
B,C,I,I
C,C,H,I
C,G,H,I
C,G,H,I
C,C,J,I
B,C,J,I
C,C,K,I
C,D,J,I
C,C,J,I
C,C,J,G
E,C,J,G
C,C,J,G
C,C,I,G
C,C,J,G
C,C,J,G
C,C,I,G
C,G,J,G
C,C,J,G
C,F,K,G
C,G,J,G
C,H,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,G,G,G
C,C,J,G
C,G,J,G
C,H,G,G
C,C,J,G
A,C,J,G
C,D,J,G
C,C,J,G
C,H,J,G
C,C,G,G
C,G,J,G
C,C,J,G
C,F,I,G
C,C,J,G
C,D,J,G
C,G,J,G
C,G,J,G
C,G,J,G
C,G,K,G
E,G,K,G
C,H,J,G
E,G,J,G
C,G,J,G
C,G,J,G
C,C,J,G
C,G,G,G
C,F,K,G
C,G,G,G
E,G,J,G
C,G,J,I
C,G,J,I
C,D,J,I
C,D,J,I
C,G,J,I
C,C,J,I
C,G,J,I
C,G,J,I
F,F,I,I
C,C,J,I
C,D,J,I
C,H,J,I
C,F,J,I
C,G,J,I
C,D,J,I
F,G,J,I
C,G,J,I
C,G,H,I
B,G,J,I
B,G,J,I
F,G,J,I
C,G,G,I
C,G,H,I
C,G,J,I
C,G,J,I
C,G,J,I
F,G,J,I
C,G,J,I
F,G,J,I
C,G,G,I
A,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,F,J,I
C,C,J,I
C,G,J,I
E,G,I,I
C,G,I,I
D,G,I,L
D,C,J,L
D,G,J,L
D,G,J,L
D,G,J,L
B,C,J,L
D,C,J,L
D,C,J,L
D,C,J,L
D,G,I,L
D,C,G,L
D,C,H,L
D,C,I,L
D,D,H,L
B,D,H,L
F,C,H,L
D,D,H,L
D,C,H,L
D,C,K,L
D,C,H,L
D,C,H,L
D,D,H,L
D,C,H,L
D,C,H,L
D,C,H,L
A,C,H,L
E,D,H,L
D,D,K,L
D,C,H,L
F,C,H,L
E,C,H,L
D,C,G,L
D,H,H,L
D,F,J,L
D,C,H,L
D,C,H,L
D,G,H,L
D,C,H,L
D,G,K,L
D,C,H,L
D,G,H,L
D,C,H,L
D,C,H,L
D,C,I,L
D,C,G,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,H,H,L
E,C,H,L
E,C,H,L
F,C,H,L
C,C,H,L
C,C,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,K,L
F,H,H,L
E,G,G,L
E,G,H,L
E,G,H,L
E,D,H,L
C,G,H,L
E,G,H,L
E,G,H,L
E,C,H,L
E,G,H,L
E,G,H,L
E,H,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
D,G,H,L
E,G,H,K
E,D,H,K
E,G,J,K
E,G,I,K
E,G,K,K
E,F,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
B,F,K,K
E,G,H,K
C,G,H,K
E,G,I,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,G,K
E,G,H,K
E,G,H,G
D,G,H,G
D,G,H,G
D,G,H,G
D,G,G,G
D,H,H,G
D,H,H,G
A,H,H,G
D,H,H,G
D,H,H,G
D,C,J,G
D,H,J,G
D,H,J,G
D,H,J,G
B,H,G,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,F,J,G
D,H,J,G
D,H,J,G
D,H,J,G
A,D,J,G
D,D,G,G
D,H,J,G
D,H,J,G
D,H,J,G
D,G,J,G
D,D,J,G
D,F,G,G
D,H,I,G
D,H,G,G
D,G,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,D,J,G
D,H,J,G
D,C,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,G,J,G
D,H,H,G
D,H,J,I
D,H,J,I
D,H,J,I
D,H,H,I
D,H,J,I
D,H,J,I
D,C,I,I
D,H,H,I
D,H,J,I
D,C,J,I
D,G,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,G,J,I
D,H,J,I
D,H,J,I
D,H,I,I
D,F,J,I
D,F,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,K,I
E,F,J,I
D,H,I,I
D,H,I,I
D,H,J,I
A,H,G,I
D,H,J,I
D,H,J,I
C,H,H,I
D,D,J,I
D,H,J,I
D,H,J,I
D,H,J,L
A,H,I,L
C,H,H,L
D,H,I,L
D,H,J,L
D,H,J,L
B,H,J,L
D,H,J,L
D,H,G,L
D,H,J,L
D,H,J,L
D,H,J,L
F,H,J,L
D,H,J,L
D,H,K,L
C,H,J,L
C,D,J,L
C,H,J,L
C,H,H,L
C,H,J,L
C,H,G,L
C,H,J,L
C,H,J,L
C,H,G,L
C,H,J,L
A,G,H,L
C,F,H,L
C,F,H,L
C,D,H,L
C,H,H,L
E,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
A,H,J,L
C,D,I,L
F,H,H,L
D,H,H,L
C,G,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
B,H,H,L
C,C,H,L
C,H,H,L
C,H,H,L
C,F,H,L
F,G,J,L
C,H,J,L
C,H,H,L
C,H,H,L
B,H,H,L
F,H,H,L
C,H,G,L
C,C,G,L
C,H,H,L
F,H,I,L
C,H,H,L
C,H,H,L
F,H,H,L
C,H,H,L
B,H,I,L
E,D,H,L
A,H,I,L
C,H,H,L
C,H,H,L
C,H,G,L
C,H,H,L
C,H,H,L
C,H,H,L
A,H,J,L
A,F,H,L
C,G,H,L
E,H,K,L
C,H,H,L
C,H,H,L
C,F,K,L
A,F,H,K
F,H,H,K
C,H,H,K
C,H,I,K
C,H,H,K
C,F,H,K
C,H,K,K
C,H,H,K
C,H,H,K
A,H,H,K
B,H,H,K
B,C,H,K
B,G,H,K
B,H,J,K
B,H,H,K
B,D,K,K
B,D,I,K
B,C,I,K
B,G,I,K
B,D,H,K
B,D,H,I
B,D,H,I
B,C,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,C,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
B,D,H,I
B,D,G,I
B,F,H,I
F,D,H,I
B,D,H,I
B,C,H,I
B,H,I,I
B,D,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
F,D,H,I
B,D,H,I
A,D,G,I
B,F,H,I
B,D,H,I
B,D,H,I
A,D,H,I
B,F,H,I
B,D,H,I
B,D,H,I
B,D,H,I
F,D,I,I
B,D,G,I
B,F,H,I
A,D,H,I
B,D,H,I
A,G,H,I
B,D,H,I
B,D,K,I
B,G,H,I
B,D,K,I
B,D,H,I
C,D,H,I
B,G,H,I
B,H,J,I
F,D,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,D,H,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,C,H,I
B,F,I,I
B,D,K,I
B,D,H,I
D,D,H,I
A,D,H,I
A,D,K,I
A,D,H,I
E,H,H,I
F,D,H,I
A,C,H,I
F,C,J,I
A,C,H,I
F,C,H,I
A,C,G,I
A,C,G,I
A,C,G,I
A,D,I,I
A,C,K,I
A,C,G,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,K,H
E,C,G,H
A,D,G,H
D,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
A,C,G,H
A,C,J,H
A,C,I,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,H,G,H
D,C,G,H
A,C,G,H
B,C,G,H
C,C,G,H
B,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,F,H,H
A,C,G,H
A,F,G,H
B,C,I,H
B,C,G,H
B,C,G,H
E,C,K,H
B,C,J,H
B,D,G,H
B,C,G,H
B,D,G,H
A,D,G,H
C,D,H,H
B,F,H,H
B,D,H,H
B,C,I,H
B,D,H,H
B,D,H,H
C,D,H,I
B,D,K,I
B,F,H,I
B,D,H,I
B,D,H,I
B,D,H,I
F,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,C,H,I
B,D,H,I
B,D,H,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
D,D,H,I
B,C,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,D,I,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,I,I
B,D,G,I
B,F,H,I
B,G,H,I
B,D,H,I
C,D,H,I
D,D,H,I
C,C,H,I
C,D,H,I
C,D,H,I
C,G,H,I
C,C,K,I
C,C,H,I
C,C,H,I
C,C,H,I
C,C,G,I
C,D,G,I
C,D,G,I
C,G,G,I
C,C,G,I
C,C,G,H
C,C,G,H
C,F,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,K,H
C,C,G,H
C,C,G,H
C,H,G,H
C,C,I,H
C,C,G,H
E,C,G,H
C,C,G,H
C,C,I,H
B,C,G,H
F,C,H,H
A,F,G,H
C,C,I,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
E,C,I,H
C,C,J,H
C,C,G,H
B,C,G,H
C,D,G,H
D,G,J,H
C,C,G,H
B,C,G,H
B,C,K,H
B,C,G,H
B,D,G,H
B,D,G,H
B,D,K,H
B,F,G,H
B,D,G,H
B,D,G,H
B,D,H,H
B,D,H,H
B,D,J,H
B,D,H,H
D,D,H,I
B,F,H,I
B,D,I,I
B,D,K,I
B,D,H,I
B,F,H,I
E,D,H,I
B,D,H,I
B,D,H,I
B,C,H,I
B,D,J,I
B,D,H,I
B,D,G,I
B,D,I,I
B,D,H,I
B,D,H,I
A,D,H,I
B,D,H,I
F,D,H,I
B,D,K,I
B,D,H,I
D,D,H,I
B,D,J,I
B,D,H,I
F,C,H,I
B,D,H,I
B,H,H,I
C,D,H,I
D,D,H,I
B,D,I,I
B,D,H,I
B,D,H,I
B,D,G,I
B,D,H,I
B,H,G,I
A,D,H,I
A,D,H,I
C,D,H,I
F,D,H,I
E,G,H,I
A,C,H,I
A,H,H,I
A,C,H,I
A,C,J,I
A,C,H,I
A,F,G,I
A,C,G,I
A,C,H,I
A,C,G,I
A,C,G,I
A,C,G,H
A,C,G,H
A,C,K,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,G,H
A,C,G,H
A,C,G,H
A,G,I,H
F,C,G,H
A,C,I,H
A,C,G,H
A,C,G,H
F,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
A,C,G,H
A,C,I,H
A,C,G,H
A,H,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,I,H
A,G,G,H
A,D,G,H
A,C,G,H
C,C,G,H
A,C,G,H
A,C,G,H
E,C,G,H
A,C,G,H
A,H,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,F,G,H
A,C,G,H
F,C,H,H
A,C,G,H
A,C,J,H
A,C,G,H
C,G,G,H
A,C,G,H
A,C,J,H
A,C,G,H
A,C,G,H
A,D,G,H
A,C,G,H
C,C,G,H
A,C,G,H
A,C,H,H
A,H,G,H
A,G,I,H
F,C,G,H
E,C,G,H
A,C,G,H
A,C,J,H
A,C,G,H
E,C,G,H
B,C,G,H
A,C,G,H
A,C,G,H
A,C,H,H
E,C,G,H
A,C,K,H
D,C,G,H
A,C,G,H
A,C,G,H
A,C,K,H
A,C,G,H
A,C,G,H
C,C,G,H
A,D,G,H
A,C,G,H
D,C,G,H
A,D,G,H
A,D,G,H
A,D,G,H
B,F,G,H
B,F,G,H
B,C,G,H
B,C,H,H
C,C,G,H
B,D,G,H
E,D,G,H
B,D,I,H
B,G,H,H
B,D,K,H
A,D,H,H
B,D,H,H
B,D,G,H
A,G,H,H
D,D,H,H
D,F,H,I
B,D,K,I
B,D,H,I
C,D,K,I
B,D,H,I
B,D,I,I
B,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,C,K,I
B,D,H,I
B,G,H,I
B,D,H,I
B,D,G,I
B,D,H,I
B,D,G,I
E,D,K,I
B,D,J,I
B,D,G,I
B,D,H,I
B,D,H,I
B,D,J,I
B,D,H,I
A,D,H,I
B,D,G,I
B,D,H,I
F,D,H,I
B,D,H,I
B,D,H,I
F,D,H,I
B,D,H,I
C,D,H,I
C,D,J,I
C,G,K,I
C,F,H,I
F,D,H,I
C,H,H,I
C,G,H,I
E,H,H,I
C,H,H,I
C,F,H,I
C,D,K,I
C,H,K,I
C,H,K,I
C,H,K,I
C,G,K,I
F,C,J,J
C,H,G,J
C,G,K,J
C,H,K,J
C,D,H,J
C,H,K,J
C,G,K,J
C,H,K,J
A,H,K,J
A,H,K,J
C,G,G,J
C,G,K,J
D,H,K,J
C,H,K,J
C,D,K,J
C,H,K,J
F,H,J,J
C,H,K,J
C,H,K,J
F,F,K,J
C,H,J,J
D,H,K,J
D,H,I,J
C,H,I,J
C,H,I,J
C,H,K,J
C,H,K,J
C,H,K,J
C,H,K,J
C,H,K,J
C,F,K,J
C,F,K,J
D,H,K,J
C,H,K,J
C,H,K,J
E,H,J,J
D,H,H,J
B,H,K,J
D,G,K,J
D,H,K,J
D,F,K,J
D,F,I,J
D,F,K,J
F,D,I,J
D,C,K,J
D,F,G,J
B,F,I,J
A,F,I,J
D,F,G,J
F,F,I,J
D,F,I,J
D,H,H,J
D,G,I,J
D,G,I,J
D,F,I,J
D,F,G,J
A,F,K,J
D,F,K,J
C,D,I,J
D,D,I,J
D,D,I,J
D,F,J,J
C,F,I,J
D,F,I,J
D,D,I,J
D,F,I,K
D,F,I,K
D,F,I,K
E,G,I,K
B,F,I,K
B,G,I,K
D,F,I,K
D,F,I,K
B,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,J,K
D,F,I,K
D,G,G,K
D,F,J,K
D,F,G,K
D,D,I,K
D,F,I,K
D,F,I,K
D,D,I,K
D,C,I,K
D,H,I,K
D,F,I,K
D,F,I,K
F,H,I,K
F,H,K,K
C,H,K,K
D,H,I,K
D,H,I,K
D,G,K,K
A,H,K,K
D,H,K,K
D,H,K,K
D,F,J,K
D,H,H,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,D,K,K
D,H,K,K
B,H,K,K
D,H,K,K
D,F,K,K
D,H,K,K
D,G,K,K
D,C,K,K
D,H,K,K
D,H,K,K
D,H,I,K
D,H,K,K
D,D,I,K
D,G,K,K
D,H,H,K
D,H,K,K
D,G,K,K
D,H,K,K
D,H,H,K
F,H,K,K
D,C,K,K
F,H,K,K
D,H,K,K
D,D,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,F,K,K
D,H,K,K
C,H,K,K
C,H,K,K
C,H,K,K
C,H,K,K
C,D,K,K
B,D,K,K
C,F,K,K
C,F,I,K
C,F,K,K
C,C,K,K
C,F,J,K
C,F,J,K
C,F,J,K
E,F,J,K
A,F,J,K
C,H,J,I
C,H,J,I
C,F,K,I
F,F,J,I
C,F,J,I
E,F,J,I
C,F,J,I
C,F,G,I
C,F,J,I
C,F,J,I
C,F,G,I
D,F,I,I
D,F,J,I
B,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
E,F,K,I
C,F,J,I
E,F,J,I
C,F,J,I
C,D,J,I
C,F,J,I
B,F,H,I
C,F,J,I
C,F,H,I
C,H,J,I
C,G,J,I
C,F,J,I
C,F,J,I
C,D,J,I
C,F,H,I
C,F,J,I
C,C,J,I
E,D,J,I
E,F,J,I
E,F,K,I
E,F,J,I
E,F,J,I
E,G,J,I
E,G,I,I
E,C,J,I
E,G,J,I
E,G,J,I
E,G,I,I
E,G,K,I
E,G,I,I
E,G,I,I
E,G,I,I
E,G,I,J
D,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,J,J
E,G,H,J
E,G,I,J
A,G,I,J
E,G,I,J
E,G,K,J
F,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
F,G,I,J
E,G,I,J
E,G,I,J
A,G,I,J
E,G,I,J
E,H,I,J
B,F,I,J
E,D,K,J
E,G,J,J
E,H,H,J
C,G,I,J
E,H,H,J
F,G,I,J
E,G,J,J
E,G,I,J
D,G,I,J
E,G,G,J
E,G,I,J
E,G,I,J
E,D,I,J
E,D,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,H,I,J
E,G,I,J
E,G,I,J
E,G,I,J
B,G,I,J
E,C,I,J
E,G,G,J
E,G,I,J
E,C,I,J
E,G,H,J
E,F,I,J
E,G,I,J
E,G,I,J
E,G,I,J
F,G,I,J
E,D,I,J
E,G,I,J
C,D,I,J
E,G,I,J
F,G,I,J
E,G,I,J
E,G,J,J
E,G,I,J
A,G,I,J
B,F,H,J
E,G,I,K
A,G,I,K
E,G,I,K
E,H,I,K
E,G,I,K
E,G,K,K
E,G,I,K
E,G,I,K
E,F,I,K
F,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
A,G,I,K
E,C,I,K
E,G,I,K
E,G,I,K
F,C,I,K
E,G,K,K
E,G,I,K
E,G,I,K
E,F,I,K
E,G,I,K
E,G,I,K
E,F,I,K
E,G,G,K
E,C,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,H,I,K
E,G,I,K
E,F,I,K
E,C,I,K
B,G,G,K
A,G,K,K
E,G,I,K
E,G,I,K
E,D,I,K
E,G,I,K
B,G,K,K
E,G,I,K
E,G,I,K
A,G,I,K
E,G,I,K
E,G,I,K
B,G,I,K
E,G,I,K
D,G,G,K
E,G,I,K
E,G,I,K
E,G,H,K
E,H,I,K
F,G,I,K
B,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
A,G,I,K
E,F,I,K
E,G,I,K
E,G,I,K
E,G,K,K
E,H,G,K
D,G,I,K
A,G,I,K
E,G,I,K
E,G,J,K
A,G,H,K
B,G,I,K
B,G,I,K
B,G,I,K
B,G,I,K
C,G,K,K
B,D,I,K
B,D,K,K
A,D,I,K
B,D,I,K
F,D,I,K
B,D,H,K
B,D,J,K
B,D,H,K
B,D,H,K
F,D,H,K
B,D,H,I
B,D,H,I
F,D,H,I
C,D,H,I
B,C,G,I
A,D,K,I
B,D,H,I
D,D,H,I
C,H,H,I
B,D,K,I
A,C,K,I
A,D,H,I
B,D,H,I
B,G,K,I
B,D,H,I
B,D,H,I
F,D,H,I
A,D,H,I
B,D,K,I
F,D,H,I
B,D,G,I
B,D,H,I
B,D,I,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
F,F,H,I
B,D,J,I
B,D,H,I
B,D,H,I
D,D,H,I
F,F,J,I
B,H,H,I
B,D,H,I
B,H,H,I
A,D,J,I
A,D,H,I
A,F,I,I
A,D,H,I
B,C,G,I
A,C,H,I
A,C,H,I
D,C,H,I
A,C,H,I
B,C,G,I
F,C,G,I
B,F,J,I
A,F,G,I
A,C,G,I
A,F,G,H
A,C,H,H
A,G,G,H
A,F,G,H
C,C,G,H
A,C,G,H
A,C,G,H
A,H,J,H
E,G,K,H
A,C,G,H
A,D,I,H
A,C,H,H
A,C,H,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,D,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,J,H
C,C,G,H
A,C,H,H
A,C,G,H
A,C,G,H
A,H,J,H
A,C,G,H
A,C,G,H
F,C,K,H
A,C,G,H
A,C,J,H
A,C,G,H
A,C,G,H
F,C,G,H
E,C,G,H
E,C,G,H
E,C,G,H
E,C,G,H
E,C,G,H
E,D,G,H
E,D,G,H
E,D,H,H
E,D,G,H
E,D,G,H
E,D,H,H
E,D,H,H
B,F,H,H
E,D,H,H
E,D,H,H
B,D,H,L
E,F,H,L
E,D,H,L
E,H,H,L
E,D,H,L
A,D,H,L
F,G,H,L
E,D,H,L
A,D,G,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,K,L
E,D,H,L
E,D,H,L
E,D,H,L
E,G,G,L
E,H,H,L
E,D,I,L
E,H,H,L
E,H,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
C,D,H,L
E,D,H,L
E,D,J,L
E,D,K,L
E,D,K,L
E,F,I,L
B,F,H,L
E,H,G,L
E,D,H,L
A,D,J,L
A,D,H,L
A,D,K,L
A,D,H,L
A,D,K,L
D,C,H,L
A,F,H,L
A,C,G,L
A,C,H,L
A,C,H,L
A,C,G,L
A,D,G,L
C,C,G,L
A,C,G,L
A,C,G,L
A,C,H,H
A,G,G,H
A,G,I,H
A,C,G,H
B,C,G,H
A,F,G,H
A,G,G,H
A,D,G,H
B,C,I,H
C,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,J,H
A,C,G,H
A,C,G,H
A,C,K,H
A,C,G,H
A,C,G,H
A,G,K,H
E,C,J,H
D,G,G,H
A,C,G,H
A,C,G,H
F,C,G,H
E,C,G,H
A,D,G,H
A,C,G,H
A,F,G,H
A,C,G,H
A,C,H,H
A,G,G,H
A,C,G,H
A,F,G,H
A,C,G,H
B,C,G,H
B,C,H,H
D,C,G,H
B,C,G,H
F,C,G,H
B,H,G,H
B,D,K,H
B,D,G,H
B,D,G,H
B,F,G,H
C,D,K,H
B,D,G,H
B,D,H,H
F,D,H,H
B,F,H,H
B,D,H,I
B,D,H,I
B,D,H,I
B,C,H,I
B,F,H,I
B,D,H,I
B,D,I,I
D,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,G,H,I
B,D,G,I
B,H,K,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
C,D,H,I
B,H,I,I
B,D,H,I
B,G,H,I
E,D,H,I
B,D,H,I
B,D,K,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
A,D,H,I
E,D,H,I
A,D,I,I
A,D,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
C,C,G,I
D,C,G,I
A,C,G,I
A,C,G,I
A,C,G,H
D,H,G,H
F,C,G,H
A,C,G,H
A,C,G,H
F,C,G,H
A,D,G,H
A,D,G,H
A,C,G,H
A,C,G,H
D,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
F,C,G,H
A,C,H,H
A,D,G,H
F,G,G,H
A,F,G,H
A,C,G,H
D,C,G,H
A,C,G,H
A,C,G,H
A,C,K,H
A,C,G,H
A,C,G,H
A,D,J,H
D,C,G,H
E,C,G,H
F,C,G,H
B,G,J,H
D,D,K,H
D,G,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,D,G,H
D,G,H,H
C,G,H,H
D,C,H,H
C,G,K,H
D,F,H,H
D,G,H,I
D,G,H,I
D,G,H,I
D,G,K,I
D,G,J,I
D,G,H,I
D,G,H,I
D,G,H,I
C,G,H,I
D,D,H,I
D,G,H,I
D,G,H,I
D,G,J,I
D,G,H,I
D,G,H,I
D,C,H,I
C,G,G,I
D,G,H,I
A,H,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
B,G,I,I
D,G,H,I
D,G,H,I
E,H,H,I
D,G,H,I
D,G,H,I
D,F,H,I
C,G,H,I
C,G,K,I
D,G,H,I
F,G,H,I
F,G,H,I
F,G,H,I
F,G,K,I
F,H,H,I
E,H,I,I
D,F,H,I
E,H,K,I
F,H,H,I
F,H,H,I
F,H,K,I
B,H,K,I
F,D,K,I
F,H,K,I
F,H,K,I
F,H,K,J
F,F,K,J
F,H,H,J
F,H,K,J
F,H,H,J
A,H,J,J
B,H,K,J
E,H,K,J
F,H,I,J
F,H,K,J
F,H,K,J
F,H,K,J
F,C,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,J,J
F,C,K,J
A,H,K,J
F,D,K,J
F,H,K,J
F,D,K,J
F,H,K,J
D,H,K,J
E,D,K,J
F,H,K,J
F,H,K,J
A,H,I,J
F,H,K,J
F,H,K,J
E,H,K,J
F,H,K,J
A,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
C,H,K,J
F,H,K,J
F,D,H,J
F,H,K,J
A,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,G,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,I,J
F,H,K,J
F,H,K,J
F,G,K,J
F,H,J,J
C,H,H,J
A,F,K,J
F,H,K,J
F,H,K,J
D,H,K,J
F,F,K,J
C,H,G,J
F,H,K,J
E,F,G,J
C,H,K,J
F,F,G,J
E,H,H,J
F,H,K,J
F,H,K,J
F,H,J,J
F,H,K,J
F,H,K,J
F,H,H,J
F,G,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,D,K,J
F,H,K,J
F,H,K,J
D,H,K,J
D,H,K,J
D,H,K,J
D,H,K,J
D,H,K,J
D,F,K,J
D,F,K,J
E,F,K,J
B,F,K,J
A,F,K,J
D,F,I,J
E,F,I,J
D,F,I,J
F,F,H,J
D,F,K,J
D,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,H,I,K
D,C,I,K
D,D,H,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,H,I,K
D,G,I,K
D,F,I,K
B,F,I,K
F,D,I,K
D,F,I,K
D,F,I,K
D,F,I,K
A,F,I,K
D,C,I,K
D,F,I,K
D,F,K,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
B,F,I,K
D,F,I,K
C,F,I,K
D,F,I,K
D,F,G,K
D,D,K,K
D,G,K,K
D,F,I,K
D,F,I,K
D,G,J,K
F,F,I,K
D,F,I,K
E,F,I,K
D,F,I,K
D,F,I,K
D,G,I,K
B,F,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
B,F,I,K
D,H,I,K
D,F,I,K
A,C,I,K
D,G,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,C,I,K
D,F,I,K
D,C,I,K
E,F,I,K
D,F,I,K
D,F,H,K
D,F,I,K
D,G,I,K
D,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,G,J,K
F,F,I,K
D,F,I,K
D,F,I,K
