a,b,c,d,e
D,F,J,G,J
A,F,J,G,J
D,F,H,G,J
D,F,J,J,J
B,F,K,G,J
B,F,J,G,J
B,F,J,G,J
D,G,J,G,J
D,F,J,G,J
D,H,J,G,J
D,D,H,G,J
D,F,K,J,J
D,D,J,G,J
D,F,K,L,J
F,F,J,G,J
A,F,J,G,J
D,F,I,G,J
D,F,H,G,J
D,F,J,G,J
D,C,J,G,J
F,C,J,G,J
D,F,J,G,J
D,H,J,G,J
D,F,J,G,J
C,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,D,J,G,J
D,F,J,G,J
D,F,J,L,J
D,C,J,G,J
D,F,G,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,J,J
D,F,J,G,J
D,G,J,G,J
D,F,J,G,J
D,F,J,G,J
D,F,J,G,J
A,F,J,H,J
D,C,J,G,J
D,F,J,G,J
D,F,J,G,J
D,G,H,G,J
D,F,J,L,J
B,F,J,G,J
D,F,G,G,J
B,H,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,H,G,L,J
A,H,G,G,J
A,H,J,G,J
A,H,J,G,J
D,H,H,I,J
A,H,J,H,H
E,H,K,L,H
F,G,J,J,H
B,H,H,G,H
B,H,H,G,H
A,H,I,G,H
A,C,H,G,H
A,D,H,G,H
C,H,I,G,H
A,F,H,G,H
D,H,H,G,H
A,G,H,H,H
B,G,H,G,H
A,D,J,G,H
A,G,H,G,H
A,G,H,G,I
A,H,H,G,I
E,G,H,H,I
C,G,H,H,I
B,G,H,H,I
F,G,I,H,I
A,F,H,H,I
A,H,H,H,I
A,G,H,I,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,C,H,I,I
A,D,H,H,I
A,G,H,H,I
A,G,H,H,I
E,G,H,J,I
A,D,G,H,I
B,G,I,H,I
A,G,H,H,I
E,G,H,H,I
A,G,H,H,I
A,G,J,H,I
E,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,H,H,I
A,G,I,H,I
A,C,H,H,I
A,F,H,H,I
B,C,H,K,I
E,G,H,H,I
D,G,H,H,I
C,G,H,H,I
A,G,H,L,I
A,F,H,H,I
A,H,H,H,I
A,F,H,G,I
B,G,H,H,I
A,C,H,H,I
A,G,H,H,I
A,D,G,H,I
A,G,H,H,I
A,G,H,H,I
F,C,H,L,I
A,G,H,H,I
D,G,H,H,I
A,G,H,H,I
A,G,J,H,I
A,G,H,H,I
D,G,H,H,I
A,H,H,H,I
A,D,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,G,H,H,I
E,H,H,L,I
E,G,H,H,I
E,D,H,H,I
C,G,H,H,I
E,G,H,L,I
E,G,K,H,I
E,G,H,H,I
E,G,H,H,I
A,D,J,H,I
E,G,I,H,I
C,F,G,L,I
E,G,I,L,I
E,C,G,H,I
A,G,H,H,I
F,G,H,H,I
A,G,J,H,I
A,D,G,H,I
C,G,K,H,I
A,G,H,G,I
A,G,H,H,I
C,F,H,H,I
A,G,H,H,I
C,C,K,H,I
A,C,H,G,I
A,C,H,K,I
A,C,H,H,I
A,C,H,H,I
A,C,H,H,M
F,C,H,H,M
A,C,H,H,M
A,C,G,H,M
A,C,G,H,M
A,C,G,H,M
C,H,G,H,M
A,F,G,H,M
A,D,G,H,M
A,C,I,L,M
A,C,G,G,M
B,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,J,M
A,H,G,J,M
F,C,G,L,M
E,C,G,L,M
A,C,G,L,M
C,C,I,L,M
A,C,G,I,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,D,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,G,M
A,C,G,L,M
C,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,F,G,L,M
A,D,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,H,J,M
A,C,G,L,M
A,H,K,L,M
E,G,K,L,M
A,C,K,G,M
A,C,I,L,M
A,C,G,L,M
A,C,G,L,M
B,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,G,L,M
A,C,I,L,M
C,C,G,K,M
A,C,G,L,M
F,C,G,L,M
C,D,G,L,M
C,C,K,L,M
C,C,G,L,M
C,H,G,H,M
C,C,J,L,M
C,C,G,L,M
C,C,H,L,M
C,F,G,L,M
C,F,G,L,M
A,F,G,L,M
C,F,G,L,M
C,G,G,L,M
C,F,G,L,M
C,F,I,L,M
C,H,G,L,M
C,F,G,L,M
C,F,I,I,M
C,D,J,L,M
C,F,I,L,M
C,G,J,K,M
E,F,I,L,M
C,F,I,J,M
C,F,I,J,M
E,F,I,J,M
C,F,I,H,M
C,F,I,J,K
C,F,J,H,K
C,F,I,J,K
C,F,I,J,K
F,H,I,J,K
C,F,I,J,K
C,H,I,I,K
C,F,K,J,K
A,F,J,J,K
C,F,K,I,K
E,F,I,J,K
C,F,J,J,K
C,F,J,J,K
C,F,I,J,K
C,F,I,J,K
C,C,I,J,K
B,F,I,J,K
C,F,K,J,K
D,F,I,J,K
C,F,I,L,K
C,F,I,J,K
C,F,H,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,G,K
B,F,J,G,K
A,F,I,J,K
B,F,I,J,K
B,F,G,J,K
B,D,I,J,K
B,F,I,J,K
B,F,I,J,K
B,H,I,J,K
B,F,K,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,F,I,J,K
B,C,I,J,K
B,H,I,J,K
D,D,J,J,K
B,F,K,J,K
D,F,J,J,K
B,F,J,L,K
B,C,K,J,K
B,F,J,J,K
B,C,J,G,K
B,F,J,G,K
C,F,J,G,K
B,F,J,H,K
B,F,J,G,H
C,F,J,G,H
B,F,J,G,H
B,F,H,G,I
B,F,J,G,I
D,F,K,G,I
B,F,K,G,I
B,F,G,H,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,G,I,I
B,F,K,G,I
B,F,H,G,I
A,F,K,G,I
B,C,K,J,I
B,C,K,I,I
B,H,K,G,I
A,F,I,G,I
E,C,K,J,I
B,F,K,G,I
F,F,K,G,I
B,F,K,I,I
B,H,K,G,I
F,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,K,G,I
B,F,G,G,I
B,G,K,G,I
B,F,K,G,I
B,D,K,G,I
B,G,K,I,I
B,F,K,G,I
B,C,J,G,I
B,F,K,G,I
B,F,G,G,I
B,F,K,G,I
A,G,K,G,I
C,F,K,G,I
F,D,K,I,I
B,F,I,G,I
B,H,K,G,I
B,F,I,G,I
B,F,K,G,I
B,F,G,G,I
B,F,K,L,I
B,F,G,L,I
E,F,K,L,I
B,G,K,L,I
B,G,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,H,L,I
A,F,K,L,I
A,D,K,L,I
A,F,H,L,I
A,F,K,L,I
A,G,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,G,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,H,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,K,L,I
A,F,I,L,I
A,F,I,L,I
A,G,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,C,I,K,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,G,I
A,D,I,H,I
A,F,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,F,K,L,I
A,D,I,L,I
A,G,H,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,I,L,I
A,D,G,H,I
A,D,J,G,I
A,D,G,L,I
A,D,G,L,I
A,F,G,H,I
A,D,G,K,I
A,D,G,H,I
A,D,G,I,I
A,D,I,J,I
A,D,G,K,I
A,G,G,L,I
A,D,G,I,I
A,D,G,K,I
A,H,J,I,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,K,I
A,D,G,I,I
A,D,G,K,I
A,D,G,K,I
A,G,K,G,I
A,D,H,G,I
A,G,G,K,I
A,G,G,K,I
A,D,G,K,I
A,H,I,K,I
A,D,G,K,I
A,D,I,K,I
A,D,H,K,I
A,D,H,K,I
A,D,H,K,I
A,D,H,K,I
A,C,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,H,K,K,J
A,F,H,K,J
A,F,H,K,J
A,H,H,K,J
A,F,K,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,K,J
A,F,H,L,J
A,F,H,K,J
A,F,H,J,J
A,F,H,K,J
A,D,K,K,J
A,F,H,K,J
A,F,G,K,J
A,F,H,K,J
A,F,H,K,J
A,F,K,K,J
A,F,H,K,J
A,G,H,K,J
A,F,H,K,J
A,G,H,H,J
A,F,H,K,J
A,F,H,H,J
A,F,H,K,J
A,C,G,K,J
A,C,H,K,J
A,C,H,K,J
A,F,H,H,J
A,C,H,K,J
A,C,H,K,J
A,C,H,K,J
A,C,H,H,J
A,C,K,H,J
A,C,H,K,J
A,C,J,H,J
A,C,H,H,J
A,F,I,K,J
A,C,H,H,J
A,C,H,H,J
A,C,H,L,J
A,C,K,J,J
A,C,H,H,J
A,C,I,H,J
A,C,K,H,J
A,C,K,H,J
A,C,K,I,J
A,C,K,L,J
A,C,H,H,H
A,C,K,K,H
A,C,J,H,H
A,C,J,H,H
A,C,K,K,H
A,C,K,H,H
A,C,K,H,H
A,H,K,H,H
A,H,K,J,H
A,H,K,J,H
A,H,K,H,H
A,H,J,J,H
A,H,K,J,H
A,H,K,J,H
A,H,K,L,H
A,G,K,J,H
A,H,K,J,H
A,C,K,J,H
A,H,H,L,H
A,H,K,J,H
A,H,K,L,H
A,H,K,J,H
A,F,K,J,H
A,D,K,J,H
A,H,K,J,H
A,H,K,J,H
A,G,K,J,H
A,H,K,J,H
A,F,K,J,H
A,H,K,L,H
A,H,K,I,H
A,C,J,I,H
A,H,K,K,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,H,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,H,K,G,H
A,H,K,L,H
A,H,K,I,H
A,H,K,I,H
A,H,K,I,H
A,G,K,I,H
A,H,H,I,H
A,H,K,I,H
A,C,K,I,H
A,H,K,G,H
A,H,K,I,H
A,H,K,I,H
A,H,H,L,H
A,H,K,I,H
A,H,K,I,H
A,H,J,I,H
A,C,K,G,H
D,H,K,G,H
D,H,K,I,H
D,H,K,I,H
D,H,K,I,H
D,H,K,I,H
D,H,K,L,H
D,H,K,L,H
E,D,K,L,H
D,H,K,L,H
D,H,K,L,H
D,F,K,L,H
D,F,I,L,H
D,C,K,L,H
D,F,K,H,H
D,F,K,L,H
B,F,K,L,H
C,F,K,L,H
D,F,K,L,H
D,F,K,G,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,D,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,F,K,L,H
D,H,K,L,H
D,F,K,L,H
D,H,K,G,H
D,H,K,L,H
D,F,J,L,H
D,F,K,G,H
D,F,H,L,H
D,F,K,K,H
D,D,K,L,H
D,F,J,L,H
A,F,K,I,H
D,F,K,L,H
D,F,K,L,H
E,F,G,L,H
D,F,K,L,H
D,F,H,L,H
D,C,K,J,H
D,F,K,L,H
F,F,G,L,H
D,F,K,L,H
D,F,K,L,H
A,F,H,I,H
D,F,G,L,H
D,F,G,L,H
D,F,K,L,H
D,F,G,G,H
D,F,G,L,H
E,F,G,I,J
D,F,G,L,J
D,F,G,L,J
D,F,G,H,J
D,F,K,L,J
D,F,G,L,J
D,F,G,L,J
D,F,G,K,J
D,F,I,L,J
D,F,K,J,J
D,D,J,J,J
D,F,G,J,J
D,F,G,K,J
C,F,G,J,J
D,F,G,J,J
A,F,G,J,J
C,F,G,G,J
F,F,G,J,J
F,F,K,J,J
F,F,G,J,J
F,F,G,L,J
E,F,I,J,J
E,C,G,J,J
F,F,G,L,J
F,F,G,J,J
F,H,G,J,J
F,F,G,J,J
B,F,G,J,J
F,F,G,J,J
D,F,G,J,J
F,F,G,J,J
F,F,G,J,J
F,F,K,J,J
F,G,G,J,J
A,F,G,J,J
F,F,G,J,J
F,C,G,J,J
F,H,G,I,J
F,F,H,J,J
E,F,I,I,J
F,F,G,J,J
F,F,H,K,J
F,F,H,I,J
E,F,H,J,J
A,G,H,J,J
F,F,J,J,J
F,F,H,H,J
F,D,K,J,J
F,F,H,G,J
F,F,I,J,J
D,F,H,J,J
F,D,H,J,J
F,F,H,K,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,G,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,H,J,J
F,F,K,J,J
F,F,H,J,J
F,F,I,J,J
F,F,H,G,J
F,F,H,J,J
C,F,I,J,J
A,F,H,J,J
F,F,H,J,J
F,F,H,G,J
F,F,H,J,J
F,F,K,L,J
B,F,H,J,J
F,F,H,H,J
C,C,H,J,J
F,H,J,H,J
F,F,H,J,J
A,F,I,J,J
D,F,H,J,J
F,C,H,J,J
F,F,K,J,J
F,F,H,J,J
F,F,H,J,J
F,D,H,J,J
F,F,H,J,J
F,F,I,J,J
F,F,H,K,J
F,F,H,J,J
F,F,I,J,J
C,F,H,I,J
F,F,H,J,J
F,G,H,J,J
F,F,H,J,J
F,F,H,I,J
C,F,H,H,J
C,F,H,H,J
C,F,H,H,J
C,F,I,H,J
C,F,H,H,J
C,H,H,H,J
C,H,H,H,J
D,H,K,H,J
C,H,K,H,J
C,H,K,H,J
C,H,K,L,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
E,H,K,H,H
C,H,K,K,H
C,H,G,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,H,K,G,H
B,C,K,H,H
C,C,I,H,H
C,F,K,H,H
C,H,K,H,H
C,H,K,J,H
B,C,K,H,H
C,H,K,H,H
C,H,K,H,H
C,G,K,K,H
C,H,K,I,H
C,H,K,H,H
C,C,K,H,H
C,H,I,H,H
C,H,G,H,H
C,G,K,H,H
B,G,K,H,H
C,H,K,K,H
C,H,K,H,H
A,H,K,H,H
C,H,K,H,H
C,H,K,H,H
C,G,K,H,H
C,H,K,H,H
C,H,H,H,H
C,H,K,H,H
C,D,K,J,H
C,H,K,H,H
C,G,K,G,H
C,H,K,H,H
C,H,K,H,H
C,H,I,H,H
A,H,K,G,H
C,H,K,H,H
C,H,K,H,H
C,H,K,H,H
E,D,K,L,H
C,H,K,H,H
E,D,K,K,H
B,H,I,K,H
F,G,K,K,H
E,G,K,K,H
E,H,K,K,H
E,G,I,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,I,H
D,G,J,K,H
B,H,K,K,H
E,G,K,K,H
C,G,K,G,H
A,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,D,K,L,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,I,H
E,G,K,J,H
A,D,H,K,H
E,G,K,K,H
E,G,J,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
A,G,K,K,H
D,G,K,L,H
E,C,K,G,H
E,D,K,K,H
E,D,K,K,H
B,G,I,J,H
E,G,K,K,H
E,D,K,K,H
E,C,K,K,H
E,F,K,K,H
E,G,K,K,H
E,G,K,I,H
E,G,K,K,H
E,G,K,K,H
E,F,K,J,H
E,G,K,K,H
A,G,K,K,H
B,G,K,K,H
E,G,K,J,H
E,G,K,K,H
E,G,K,K,H
E,G,J,K,H
E,G,G,K,H
D,D,H,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,K,H
E,G,K,L,H
E,D,K,K,H
E,G,K,K,H
E,G,K,L,H
E,G,K,L,H
E,G,K,L,H
E,G,G,L,H
C,C,H,L,H
E,G,K,H,H
E,G,K,L,H
E,G,K,I,H
D,G,K,L,H
E,G,G,L,H
E,G,H,L,H
E,C,K,L,H
E,F,K,L,H
E,G,G,L,H
E,G,K,L,H
E,G,K,L,H
E,G,I,L,H
E,C,K,L,H
E,G,G,L,H
E,G,K,J,H
F,G,K,L,H
C,D,K,L,H
E,G,K,L,H
A,F,K,L,H
F,G,K,L,H
E,G,I,H,H
E,G,K,L,H
E,F,K,L,H
B,G,K,L,H
C,F,K,L,H
B,G,J,L,H
B,G,K,L,H
B,C,K,H,H
B,G,K,L,H
B,G,G,G,H
B,G,K,H,H
B,F,K,L,H
D,G,K,L,H
B,G,K,L,H
B,H,K,J,H
B,G,K,L,H
B,G,K,L,H
B,G,K,H,H
B,G,K,L,H
B,G,K,H,H
B,F,G,L,H
B,G,K,L,H
B,G,K,I,H
F,G,K,L,H
C,G,K,J,H
D,G,K,K,H
D,G,K,L,H
D,C,H,L,H
B,C,H,L,H
A,G,K,L,H
B,G,K,L,H
D,G,K,I,H
D,G,I,L,H
D,G,I,L,H
A,G,K,G,H
F,G,K,L,H
D,G,G,G,H
D,G,I,K,H
D,G,I,G,H
D,G,K,G,H
A,C,I,G,H
D,G,H,K,H
C,G,K,G,H
D,G,J,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,K,G,H
D,G,G,G,H
D,D,K,G,H
D,G,K,G,H
D,G,K,G,H
D,D,K,G,H
C,G,K,G,H
C,G,K,G,H
C,G,G,G,H
C,G,K,G,H
C,G,K,G,H
C,D,K,G,H
C,D,K,I,H
C,C,K,I,H
C,D,K,G,H
D,H,K,G,H
C,D,K,J,H
C,D,K,G,H
C,D,K,G,H
C,D,I,G,H
C,D,I,G,H
C,D,I,G,H
C,D,I,K,H
C,D,I,G,H
B,G,I,G,I
C,D,I,I,I
C,D,I,I,I
C,D,I,G,I
D,D,I,G,I
C,D,I,G,I
C,D,I,G,I
C,D,H,G,I
D,G,I,G,I
C,D,G,G,I
C,C,K,G,I
C,D,I,G,I
C,H,I,H,I
E,D,I,G,I
A,F,I,G,I
C,D,I,G,I
C,H,I,J,I
C,D,I,K,I
C,C,I,K,I
C,D,I,K,H
D,D,I,K,H
C,D,I,L,H
C,H,K,H,H
C,D,G,K,H
D,C,I,K,H
C,G,I,K,H
C,D,I,L,H
C,D,I,L,H
C,F,I,K,H
C,D,I,K,H
B,D,I,K,H
C,D,I,G,H
D,D,I,K,H
D,D,I,K,H
D,D,I,K,H
D,D,I,H,H
D,D,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,K,H
D,F,I,L,H
D,F,H,K,H
A,F,I,K,H
D,F,I,K,H
D,F,J,K,H
D,F,J,K,H
A,F,J,J,H
D,F,J,K,H
D,F,I,K,H
D,F,K,K,H
D,F,J,K,H
D,F,J,K,H
D,F,H,K,H
D,F,J,K,H
D,F,G,K,H
D,F,J,K,H
D,F,J,K,H
E,F,H,K,H
D,F,J,G,H
D,F,J,K,H
D,H,J,K,H
D,F,J,I,H
D,F,J,G,H
D,H,H,J,H
B,F,J,K,H
D,F,J,H,H
D,C,J,G,H
D,F,J,G,H
D,F,J,G,J
D,F,J,H,J
D,F,J,G,J
D,F,I,K,J
D,F,J,G,J
E,C,J,G,J
D,F,J,G,J
D,F,J,J,J
D,F,J,G,J
B,F,J,G,J
D,G,J,G,J
D,F,J,H,J
D,F,J,G,J
D,F,I,G,J
D,C,J,I,J
F,F,H,G,J
D,G,J,G,J
D,F,H,G,J
D,G,J,I,J
D,F,J,G,J
D,F,J,G,J
C,F,J,G,J
D,D,J,G,J
A,C,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,G,J
A,F,J,J,J
A,H,J,J,J
D,H,I,G,J
C,H,J,G,J
A,H,I,G,J
A,G,G,K,J
A,H,I,K,H
A,H,J,G,H
F,H,J,G,H
A,H,G,G,H
A,H,G,G,H
A,H,H,L,H
A,H,G,L,H
F,H,G,G,H
A,H,G,G,H
A,H,G,L,H
A,G,G,G,H
F,G,I,G,H
A,G,G,G,H
A,G,I,G,H
A,F,G,G,H
F,D,I,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
D,G,G,G,I
A,G,K,G,I
C,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,G,G,I
A,G,I,I,I
F,G,G,I,I
C,G,G,I,I
A,F,J,J,I
A,G,G,I,I
E,G,G,I,I
E,G,J,I,I
E,F,G,I,I
E,G,G,I,I
E,C,G,I,I
E,G,G,H,I
B,G,G,I,I
B,G,G,I,I
E,F,G,I,I
E,G,G,K,I
E,D,G,H,I
C,H,G,I,I
E,G,G,I,I
E,G,J,I,I
E,C,K,L,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
E,G,G,I,I
A,G,G,I,I
C,C,G,I,I
B,C,J,L,I
E,C,G,I,I
E,C,G,I,I
E,C,G,H,I
E,H,I,I,K
C,C,G,G,K
E,C,G,I,K
E,C,I,I,K
E,C,G,I,K
E,C,G,L,K
E,C,G,I,K
E,C,G,I,K
E,C,J,H,K
E,C,G,I,K
E,D,I,I,K
E,C,K,K,K
B,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,I,K
E,C,K,I,K
E,C,G,I,K
E,C,H,I,K
E,C,G,I,K
E,C,G,I,K
E,C,G,G,K
E,C,K,I,K
E,C,K,I,K
B,C,G,I,K
