a,b,c,d
A,C,G,H
A,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,D,G,H
B,D,G,H
E,D,G,H
B,D,G,H
B,D,G,H
B,D,H,H
C,D,H,H
B,D,I,H
B,D,H,H
B,D,H,H
B,D,H,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,D,I,I
B,D,H,I
C,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,D,I,I
B,D,H,I
B,D,H,I
C,D,G,I
F,D,H,I
C,D,H,I
C,G,H,I
C,D,H,I
C,C,H,I
C,C,H,I
C,C,H,I
C,C,G,I
C,C,H,I
C,C,J,I
C,C,J,I
D,C,J,I
C,C,J,I
C,C,J,I
C,C,J,G
A,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
F,C,J,G
C,C,J,G
C,C,J,G
C,G,I,G
C,F,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
C,C,J,G
E,C,J,G
C,C,J,G
C,G,J,G
C,G,J,G
C,G,J,G
F,H,J,G
C,G,J,G
C,G,J,G
C,G,J,G
C,G,J,G
C,G,J,G
C,G,J,G
C,G,J,G
C,C,J,G
C,G,I,G
E,G,J,G
C,G,H,G
D,G,I,I
B,G,I,I
C,G,J,I
C,G,J,I
B,G,J,I
C,G,I,I
C,G,J,I
C,G,J,I
C,F,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,H,J,I
C,G,J,I
C,G,J,I
F,G,J,I
C,G,J,I
C,G,J,I
C,D,H,I
C,G,J,I
C,G,J,I
C,F,J,I
C,G,J,I
C,G,I,I
C,H,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,H,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
C,G,J,I
E,G,J,I
D,G,J,L
D,G,J,L
D,D,J,L
D,G,J,L
D,G,J,L
D,C,J,L
D,C,H,L
D,C,J,L
D,C,J,L
D,C,J,L
D,C,H,L
D,C,H,L
D,C,K,L
D,C,H,L
D,C,H,L
D,C,H,L
C,C,H,L
D,C,H,L
D,C,H,L
D,D,H,L
D,G,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
B,C,H,L
D,C,I,L
D,C,H,L
A,G,I,L
D,G,H,L
D,C,H,L
F,C,H,L
D,C,H,L
B,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,C,H,L
D,D,H,L
D,H,H,L
D,C,H,L
D,H,H,L
C,C,H,L
E,C,H,L
E,C,H,L
E,C,H,L
E,C,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
A,G,H,L
C,G,H,L
E,G,H,L
E,F,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,L
E,G,H,K
E,G,H,K
B,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
C,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
E,G,H,K
A,G,H,K
D,G,H,G
D,C,H,G
D,G,H,G
D,G,H,G
D,C,H,G
D,G,H,G
D,H,H,G
D,H,H,G
D,H,H,G
C,H,H,G
D,H,J,G
A,H,J,G
D,G,J,G
D,H,J,G
D,H,J,G
F,H,K,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,G,J,G
D,H,I,G
D,G,J,G
D,H,J,G
D,H,J,G
E,H,J,G
D,D,G,G
D,H,J,G
B,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,D,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,H,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,G
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
B,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
F,H,J,I
D,H,J,I
D,H,G,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,K,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
D,H,J,I
C,H,J,L
D,H,J,L
D,C,J,L
D,H,J,L
D,D,J,L
D,H,I,L
D,H,J,L
D,D,J,L
D,D,J,L
D,H,J,L
A,H,I,L
D,H,J,L
D,H,J,L
D,H,J,L
D,H,J,L
C,H,J,L
C,H,I,L
C,H,J,L
C,H,J,L
C,H,J,L
C,H,J,L
C,H,I,L
C,H,J,L
C,H,J,L
C,H,J,L
C,H,H,L
C,F,H,L
C,H,H,L
C,H,K,L
C,H,H,L
C,H,H,L
C,H,G,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,J,L
C,H,H,L
E,H,H,L
C,H,H,L
C,H,J,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,F,H,L
E,H,H,L
C,H,H,L
C,H,H,L
C,D,H,L
E,H,H,L
D,H,H,L
C,H,H,L
C,H,H,L
C,H,G,L
C,H,H,L
C,H,H,L
B,G,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,G,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,C,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,H,L
C,H,G,L
C,H,I,L
C,H,H,L
C,H,H,L
C,H,K,L
A,H,H,L
C,G,H,K
C,G,H,K
C,H,H,K
C,H,H,K
C,H,J,K
C,H,H,K
C,H,I,K
C,H,H,K
C,H,G,K
C,H,H,K
B,H,H,K
B,H,H,K
B,H,H,K
B,H,H,K
D,H,H,K
B,D,H,K
B,D,H,K
B,D,H,K
B,D,G,K
B,D,H,K
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,H,H,I
B,D,H,I
B,F,H,I
B,D,H,I
B,D,K,I
D,D,H,I
B,D,H,I
B,G,I,I
B,D,H,I
B,F,H,I
A,D,H,I
C,D,H,I
B,D,H,I
B,D,H,I
D,D,H,I
F,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,D,H,I
B,D,J,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
C,D,H,I
D,D,H,I
B,D,H,I
B,D,I,I
F,D,H,I
B,D,H,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,F,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,C,H,I
F,D,H,I
A,D,H,I
B,C,H,I
B,D,H,I
A,D,H,I
B,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,G,I
A,C,G,I
A,C,K,I
A,C,G,I
A,C,G,I
A,C,G,H
A,G,G,H
A,C,G,H
A,C,G,H
A,D,G,H
E,F,G,H
A,C,G,H
A,C,K,H
A,G,G,H
A,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,H,H
A,C,H,H
A,C,G,H
A,C,G,H
A,C,G,H
C,C,I,H
D,C,G,H
A,F,G,H
A,C,G,H
A,G,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,D,G,H
B,D,G,H
B,D,G,H
F,D,H,H
B,D,G,H
B,D,I,H
B,D,H,H
B,D,H,H
B,D,K,H
B,D,H,H
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,C,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,G,I
B,D,H,I
F,D,H,I
B,D,J,I
B,D,H,I
B,G,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,F,H,I
A,D,H,I
B,D,H,I
B,G,H,I
C,D,H,I
A,D,H,I
C,D,H,I
C,D,G,I
F,D,H,I
C,C,H,I
C,C,H,I
C,C,H,I
C,C,H,I
C,C,H,I
D,C,G,I
C,F,G,I
C,C,G,I
C,H,G,I
C,C,G,I
A,C,G,H
F,C,G,H
C,C,H,H
C,C,J,H
C,C,G,H
C,C,K,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,K,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,H,G,H
C,C,G,H
C,C,H,H
C,C,G,H
C,C,G,H
C,C,G,H
C,C,G,H
C,F,G,H
C,C,G,H
B,C,K,H
C,C,G,H
C,C,G,H
C,C,G,H
B,F,G,H
C,C,G,H
C,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
A,C,G,H
B,F,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,H,H
B,D,H,H
B,F,H,H
B,D,I,H
B,D,H,H
B,D,G,I
F,D,H,I
B,D,H,I
B,G,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,D,H,I
F,D,H,I
B,D,H,I
F,D,I,I
B,D,H,I
F,D,H,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
C,D,H,I
B,D,I,I
A,D,H,I
B,D,H,I
B,D,H,I
C,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,G,H,I
E,D,H,I
A,D,H,I
B,D,H,I
A,D,H,I
A,C,H,I
A,C,I,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,H
A,C,G,H
A,G,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,F,G,H
A,C,G,H
A,C,G,H
A,C,H,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,H,H
A,C,G,H
A,C,G,H
A,C,I,H
C,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
F,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
F,D,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,K,H
A,G,G,H
A,D,G,H
F,C,J,H
A,C,H,H
A,C,G,H
A,C,G,H
A,D,G,H
A,C,G,H
A,C,G,H
A,D,G,H
A,C,G,H
E,C,I,H
A,C,G,H
A,C,G,H
A,C,G,H
C,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
D,D,G,H
A,C,J,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,H,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,G,G,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,G,H
B,C,K,H
B,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,G,H
B,D,H,H
B,D,J,H
B,D,H,H
B,D,K,H
B,D,I,H
C,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,H,G,I
B,D,H,I
D,F,H,I
B,H,J,I
B,D,H,I
C,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
E,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,J,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,G,H,I
B,H,H,I
B,D,H,I
C,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,D,K,I
B,C,H,I
A,C,H,I
C,D,H,I
C,D,H,I
C,D,H,I
C,D,H,I
C,D,H,I
C,H,H,I
C,H,H,I
C,H,H,I
C,H,G,I
C,H,H,I
C,H,K,I
F,H,K,I
C,G,K,I
C,H,K,I
C,H,K,I
C,H,K,J
C,H,K,J
F,F,K,J
C,H,K,J
C,H,K,J
C,H,J,J
F,H,K,J
C,H,K,J
F,H,K,J
C,H,K,J
C,H,K,J
C,H,G,J
C,H,K,J
C,H,K,J
C,H,K,J
C,H,K,J
C,H,K,J
C,H,K,J
C,H,K,J
C,H,I,J
C,H,K,J
E,D,K,J
C,H,K,J
C,H,K,J
C,H,K,J
C,H,K,J
C,H,K,J
E,H,K,J
C,H,K,J
C,H,I,J
C,H,K,J
C,G,K,J
C,F,K,J
C,H,K,J
C,H,K,J
D,H,K,J
D,H,H,J
D,H,K,J
D,H,K,J
D,H,K,J
D,F,K,J
D,F,H,J
C,F,K,J
D,F,K,J
D,F,K,J
D,F,I,J
D,F,I,J
D,F,I,J
C,F,I,J
D,F,I,J
D,F,I,J
D,F,I,J
D,F,J,J
D,F,I,J
F,F,I,J
D,F,I,J
A,H,I,J
D,F,I,J
D,F,G,J
E,F,I,J
D,F,G,J
D,F,I,J
D,F,I,J
D,F,I,J
D,F,K,J
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
F,F,I,K
D,H,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,D,I,K
D,H,I,K
D,H,I,K
D,H,I,K
D,H,I,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,G,K
B,H,K,K
D,H,K,K
D,D,K,K
D,G,K,K
D,H,K,K
D,H,K,K
D,F,K,K
D,H,K,K
D,H,K,K
D,H,I,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,C,K,K
D,H,J,K
D,H,K,K
E,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
C,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,C,K,K
C,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
D,H,K,K
C,H,K,K
C,D,K,K
C,H,K,K
C,H,K,K
C,H,K,K
C,F,K,K
E,F,K,K
C,F,K,K
F,F,K,K
C,F,K,K
C,F,J,K
C,F,K,K
D,F,J,K
C,F,J,K
C,F,K,K
C,F,J,I
E,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,G,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,C,G,I
C,G,J,I
C,F,K,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
E,F,J,I
C,F,G,I
C,F,H,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,K,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
C,F,J,I
E,F,H,I
E,F,J,I
E,F,J,I
E,F,J,I
E,F,J,I
E,G,I,I
E,G,J,I
E,G,J,I
E,G,J,I
F,G,J,I
C,G,I,I
E,G,I,I
E,G,I,I
E,G,I,I
E,G,K,I
D,G,I,J
E,G,I,J
E,G,I,J
E,G,J,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,H,I,J
E,G,I,J
E,G,I,J
C,G,I,J
E,G,G,J
E,G,I,J
E,G,J,J
E,G,I,J
E,G,I,J
E,G,I,J
E,D,I,J
E,G,I,J
E,G,I,J
E,G,J,J
A,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,D,I,J
A,G,H,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
E,H,I,J
E,G,I,J
E,G,J,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,I,J
C,G,I,J
E,G,K,J
E,G,I,J
E,G,I,J
E,C,I,J
E,G,I,J
B,G,I,J
E,G,I,J
E,G,I,J
E,G,G,J
E,G,I,J
E,G,I,J
E,G,I,J
E,G,G,J
E,G,I,J
E,C,G,J
B,G,I,J
B,G,I,J
E,G,I,J
E,G,I,J
E,G,I,K
E,G,H,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
A,G,I,K
A,G,I,K
E,G,K,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,G,K
E,G,G,K
E,G,I,K
E,G,K,K
E,F,I,K
E,G,I,K
A,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
A,G,I,K
E,G,I,K
E,G,K,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,F,I,K
C,G,I,K
E,G,K,K
E,G,I,K
E,G,I,K
C,G,I,K
E,D,I,K
E,G,I,K
E,G,I,K
E,D,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,G,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,H,K
E,G,I,K
E,G,I,K
F,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
E,G,I,K
F,G,I,K
E,G,I,K
B,G,I,K
B,G,I,K
D,G,I,K
B,G,I,K
B,G,I,K
B,D,I,K
B,D,I,K
B,D,I,K
B,C,I,K
B,D,I,K
B,D,H,K
B,D,H,K
C,D,H,K
B,D,H,K
B,D,H,K
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,G,I
B,D,H,I
A,D,G,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,G,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,D,H,I
A,G,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,F,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,G,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,G,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
C,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,F,G,H
B,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
F,C,G,H
A,C,H,H
A,C,G,H
C,C,G,H
A,C,J,H
C,C,G,H
E,C,H,H
E,C,G,H
E,C,G,H
E,C,G,H
E,C,G,H
E,D,G,H
E,F,G,H
E,D,G,H
E,D,G,H
D,D,G,H
E,F,H,H
E,D,H,H
E,F,H,H
E,D,H,H
E,D,I,H
E,H,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,J,L
E,D,H,L
E,G,H,L
D,D,H,L
E,D,H,L
E,C,H,L
E,D,K,L
E,D,H,L
E,D,H,L
E,D,I,L
E,D,H,L
E,F,H,L
E,D,H,L
E,D,H,L
B,D,J,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,C,H,L
E,C,H,L
E,D,J,L
C,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
E,D,H,L
A,D,H,L
A,F,H,L
A,D,H,L
E,D,H,L
A,D,H,L
A,C,H,L
A,C,H,L
A,C,H,L
A,C,H,L
A,C,H,L
A,C,J,L
A,C,G,L
A,C,G,L
A,C,G,L
A,C,G,L
A,C,G,H
A,C,G,H
C,C,H,H
A,C,G,H
A,C,G,H
E,C,G,H
A,G,G,H
A,C,G,H
A,C,G,H
C,C,G,H
A,C,G,H
B,D,G,H
A,C,G,H
A,C,J,H
A,C,G,H
A,C,G,H
A,C,G,H
E,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,G,G,H
A,C,G,H
A,C,J,H
A,C,G,H
A,C,G,H
B,C,G,H
A,D,G,H
A,H,G,H
A,C,G,H
A,C,G,H
A,C,G,H
B,C,J,H
A,C,G,H
B,C,G,H
B,C,G,H
B,C,G,H
B,F,G,H
B,D,J,H
B,D,G,H
B,D,G,H
F,D,G,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,H
B,D,H,I
B,D,H,I
B,H,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,K,I
B,D,H,I
B,D,H,I
E,D,H,I
E,D,H,I
B,D,I,I
B,D,H,I
B,D,H,I
B,D,H,I
B,D,H,I
F,D,H,I
B,D,H,I
B,D,J,I
B,D,I,I
B,D,H,I
B,D,H,I
B,D,H,I
B,F,H,I
B,D,H,I
B,D,H,I
B,D,H,I
B,H,H,I
B,D,H,I
D,D,H,I
A,H,H,I
A,D,H,I
A,D,I,I
A,D,H,I
A,D,H,I
B,H,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,H,I
A,C,G,I
E,C,G,I
A,C,G,I
A,C,G,I
A,C,G,I
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,I,H
A,D,G,H
A,C,G,H
A,C,H,H
A,C,G,H
A,C,K,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,J,H
E,C,J,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
A,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
D,C,G,H
B,C,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,G,G,H
D,G,H,H
D,G,H,H
D,G,H,H
D,G,H,H
D,G,I,H
D,G,H,I
D,G,H,I
D,C,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,H,H,I
D,G,J,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
B,G,H,I
D,G,H,I
D,G,G,I
D,G,H,I
F,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
D,G,H,I
F,G,I,I
F,G,H,I
F,G,H,I
F,G,H,I
F,C,H,I
F,H,H,I
C,H,H,I
F,H,H,I
F,H,H,I
F,H,H,I
F,H,K,I
F,H,G,I
F,D,K,I
D,H,K,I
C,H,K,I
F,H,K,J
F,H,K,J
F,H,K,J
F,F,K,J
F,H,K,J
F,D,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,G,J
F,C,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
D,H,K,J
F,H,G,J
F,C,K,J
F,G,K,J
F,H,K,J
D,H,H,J
F,H,K,J
C,H,G,J
F,G,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,G,J
F,C,K,J
F,H,K,J
A,F,K,J
F,H,I,J
F,H,G,J
C,H,K,J
B,H,G,J
F,H,K,J
F,H,K,J
F,H,K,J
C,H,K,J
F,G,K,J
F,F,G,J
F,H,K,J
F,H,I,J
F,G,K,J
C,H,K,J
F,H,K,J
F,H,K,J
E,H,K,J
F,H,K,J
F,H,K,J
F,C,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
F,H,K,J
D,H,K,J
D,H,K,J
D,H,K,J
D,H,K,J
D,H,K,J
D,F,K,J
D,C,K,J
C,F,J,J
D,F,J,J
D,F,J,J
D,F,I,J
D,H,I,J
D,F,G,J
E,F,I,J
D,F,I,J
F,F,I,K
D,F,I,K
D,C,I,K
D,C,I,K
D,F,I,K
A,F,I,K
D,F,J,K
A,F,I,K
D,F,I,K
C,H,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
E,F,I,K
D,H,I,K
D,G,I,K
D,F,I,K
D,F,I,K
D,H,G,K
D,F,I,K
F,F,H,K
D,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,H,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
F,F,I,K
D,F,G,K
D,F,I,K
D,F,I,K
D,H,I,K
D,C,I,K
D,F,I,K
D,F,I,K
D,F,I,K
A,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,C,I,K
D,F,K,K
D,F,I,K
D,F,I,K
D,G,I,K
E,F,I,K
D,F,I,K
D,F,J,K
D,F,I,K
D,F,I,K
D,D,I,K
A,F,I,K
D,D,I,K
D,F,I,K
D,F,I,K
D,F,I,K
F,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,D,I,K
B,F,G,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,F,I,K
D,D,J,K
D,F,K,K
